,reportedDateTime,centerLong,centerLat,offense,cluster_no
1662,2021/01/14 22:24:00+00,-93.28488596,44.9739943,DASTR   ,271
1663,2021/01/15 00:15:00+00,-93.22763713,44.95737935,TMVP    ,71
1664,2021/01/15 00:52:00+00,-93.30315,45.006,ASLT2   ,480
1665,2021/01/15 01:53:00+00,-93.26522,44.94835,ROBPAG  ,398
1666,2021/01/20 17:15:00+00,-93.31207814,45.01775998,THEFT   ,330
1667,2021/01/20 22:32:00+00,-93.29164058,44.9881549,THEFT   ,459
1668,2021/01/19 14:00:00+00,-93.29498533,45.0221689,TFPER   ,377
1669,2021/01/21 16:32:00+00,-93.27997419,44.98130474,TFMV    ,53
1670,2021/01/21 19:57:00+00,-93.28675977,44.95822376,BURGB   ,324
1671,2021/01/22 01:00:00+00,-93.2880931,44.94920528,BURGD   ,257
1672,2021/01/25 12:00:00+00,-93.26009408,44.94563808,BURGD   ,431
1673,2021/01/24 15:31:00+00,-93.29827927,44.94881103,BURGB   ,369
1674,2021/01/25 23:11:00+00,-93.29432789,45.01222156,ASLT2   ,401
1675,2021/01/25 23:11:00+00,-93.30315672,45.00689686,BURGD   ,480
1676,2021/01/26 03:57:00+00,-93.29487713,44.99740821,BURGD   ,94
1677,2021/01/26 06:30:00+00,-93.25492789,44.98974391,AUTOTH  ,157
1678,2021/01/26 08:26:00+00,-93.24094944,45.02132396,AUTOTH  ,149
1679,2021/01/26 08:00:00+00,-93.21577708,44.99943146,TMVP    ,411
1680,2021/01/26 09:25:00+00,-93.24861422,44.95643863,AUTOTH  ,146
1681,2021/01/26 09:30:00+00,-93.26008199,44.985124600000006,BURGB   ,405
1682,2021/01/26 10:08:00+00,-93.25542523,44.96454265,TMVP    ,299
1683,2021/01/26 11:53:00+00,-93.21415362,44.91841762,SHOPLF  ,243
1684,2021/01/26 10:54:00+00,-93.27923233,44.92415031,BURGD   ,320
1685,2021/01/26 10:30:00+00,-93.29329676,44.93860099,BURGB   ,2
1686,2021/01/26 14:00:00+00,-93.31141284,44.99879209,ROBPER  ,77
1687,2021/01/26 12:31:00+00,-93.24736,44.95554,CSCR    ,146
1688,2021/01/26 12:32:00+00,-93.29704,44.94472,TFMV    ,409
1689,2021/01/26 14:06:00+00,-93.25244421,44.95464095,AUTOTH  ,60
1690,2021/01/26 14:45:00+00,-93.29255390000002,44.94836154,SHOPLF  ,331
1691,2021/01/26 15:29:00+00,-93.27237593,44.97563254,SHOPLF  ,88
1692,2021/01/26 14:54:00+00,-93.20418268,44.9064315,TFMV    ,145
1693,2021/01/26 18:57:00+00,-93.22166778,44.93869726,TMVP    ,109
1694,2021/01/26 16:47:00+00,-93.24385196,44.98758587,AUTOTH  ,404
1695,2021/01/26 17:01:00+00,-93.28869842,45.03150566,THEFT   ,268
1696,2021/01/26 18:24:00+00,-93.30573652,44.9887971,THEFT   ,278
1697,2021/01/26 18:17:00+00,-93.21262192,44.97123249,BURGD   ,245
1698,2021/01/26 18:19:00+00,-93.28800649,44.96180795,AUTOTH  ,85
1699,2021/01/26 19:00:00+00,-93.3133424,45.0159546,BURGD   ,330
1700,2021/01/26 19:39:00+00,-93.26867736,44.90375984,TFMV    ,387
1701,2021/01/26 17:30:00+00,-93.26204108,44.94835805,AUTOTH  ,467
1702,2021/01/26 21:33:00+00,-93.25630999,44.94921324,AUTOTH  ,30
1703,2021/01/26 21:29:00+00,-93.26262036,44.91700664,ROBPAG  ,133
1704,2021/01/26 22:32:00+00,-93.28682,44.94837,ROBPAG  ,101
1705,2021/01/26 21:58:00+00,-93.27150683,44.97927720000001,BURGB   ,358
1706,2021/01/27 02:15:00+00,-93.29327,44.94133,AUTOTH  ,2
1707,2021/01/27 07:32:00+00,-93.28307415,44.93499907,BURGB   ,59
1708,2021/01/27 09:06:00+00,-93.24868243,44.94921947,AUTOTH  ,338
1709,2021/01/27 20:40:00+00,-93.23615434,44.9666026,ASLT4   ,186
1710,2021/01/27 20:25:00+00,-93.29946,44.96272,ASLT2   ,357
1711,2021/01/27 20:31:00+00,-93.2970991,44.94041677,CARJCK  ,263
1712,2021/01/27 20:34:00+00,-93.30164,44.9543,ROBPAG  ,438
1713,2021/01/26 12:38:00+00,-93.27237593,44.97563254,THEFT   ,88
1714,2021/01/26 13:33:00+00,-93.27237593,44.97563254,SHOPLF  ,88
1715,2021/01/26 13:25:00+00,-93.27237593,44.97563254,SHOPLF  ,88
1716,2021/01/26 08:32:00+00,-93.2766777,44.91874448,THEFT   ,241
1717,2021/01/26 10:15:00+00,-93.2625536,44.96456748,THEFT   ,203
1718,2021/01/26 11:25:00+00,-93.29191,44.94836,THEFT   ,331
1719,2021/01/26 13:23:00+00,-93.2880785,44.95099896,BIKETF  ,304
1720,2021/01/26 14:12:00+00,-93.25818242,44.96842062,TFMV    ,151
1721,2021/01/26 15:09:00+00,-93.23214807,44.92418902,TMVP    ,275
1722,2021/01/26 16:10:00+00,-93.29944946,44.96358642,TFMV    ,357
1723,2021/01/23 00:08:00+00,-93.24099442,44.99780633,TMVP    ,36
1724,2021/01/22 16:09:00+00,-93.23430434,44.98119983,TFMV    ,212
1725,2021/01/27 10:42:00+00,-93.23593054,44.92960962,TMVP    ,234
1726,2021/02/18 09:37:00+00,-93.29720298,44.90600392,AUTOTH  ,182
1727,2021/02/19 22:10:00+00,-93.29870156,45.00088832,ARSON   ,57
1728,2021/02/20 19:43:00+00,-93.29563817,45.00205892,ARSON   ,316
1729,2021/02/21 20:02:00+00,-93.22167064,44.93678385,ASLT2   ,109
1730,2021/02/22 04:26:00+00,-93.30318124,45.01771707,AUTOTH  ,242
1731,2021/02/22 08:00:00+00,-93.29128221,45.0295429,AUTOTH  ,476
1732,2021/02/22 09:35:00+00,-93.26378978,44.93693343,AUTOTH  ,74
1733,2021/02/22 09:10:00+00,-93.27237593,44.97563254,THEFT   ,88
1734,2021/02/22 08:52:00+00,-93.21723954,44.92425188,THEFT   ,81
1735,2021/02/22 10:26:00+00,-93.25741327,44.97584189,THEFT   ,487
1736,2021/02/22 09:18:00+00,-93.29438581,45.024882700000006,AUTOTH  ,172
1737,2021/02/22 11:32:00+00,-93.25890427,44.90251102,TMVP    ,253
1738,2021/02/22 11:29:00+00,-93.2270909,44.93904931,AUTOTH  ,423
1739,2021/02/22 11:02:00+00,-93.25911566,44.89521877,AUTOTH  ,465
1740,2021/02/22 10:21:00+00,-93.27018762,44.93866421,THEFT   ,140
1741,2021/02/22 11:01:00+00,-93.26640963,44.95821474,THEFT   ,188
1742,2021/02/22 10:38:00+00,-93.2879891,44.99968546,TFMV    ,468
1743,2021/02/22 10:50:00+00,-93.27964542,44.95463819,CSCR    ,428
1744,2021/02/22 15:32:00+00,-93.21900078,44.98881989,ASLT2   ,415
1745,2021/02/22 11:43:00+00,-93.29936687,45.00685563,BURGD   ,178
1746,2021/02/22 13:52:00+00,-93.25000996,45.01496867,THEFT   ,327
1747,2021/02/22 11:50:00+00,-93.2347243,44.95108135,ROBPER  ,56
1748,2021/02/22 11:31:00+00,-93.2347243,44.95108135,THEFT   ,56
1749,2021/02/22 12:40:00+00,-93.25113001,44.93138123,CSCR    ,392
1750,2021/02/22 14:58:00+00,-93.23311748,44.94927061,AUTOTH  ,233
1751,2021/02/22 12:00:00+00,-93.27152248,44.92059259,AUTOTH  ,287
1752,2021/02/22 13:13:00+00,-93.29691588,44.99083368,TMVP    ,379
1753,2021/02/22 14:00:00+00,-93.29636314,44.94925537,BURGB   ,51
1754,2021/02/22 13:15:00+00,-93.2556,44.9725,TFMV    ,65
1755,2021/02/22 15:00:00+00,-93.24989,44.98611,AUTOTH  ,319
1756,2021/02/22 15:00:00+00,-93.30517255,44.98076546,THEFT   ,210
1757,2021/02/22 18:22:00+00,-93.24609561,44.94213268,TFPER   ,14
1758,2021/02/22 19:28:00+00,-93.24996,44.94837,ASLT3   ,348
1759,2021/02/22 18:47:00+00,-93.23774484,44.96185731,AUTOTH  ,24
1760,2021/02/22 17:00:00+00,-93.25524238,44.98705595,BURGD   ,157
1761,2021/02/22 19:08:00+00,-93.27593729,44.96521403,BURGB   ,209
1762,2021/02/22 18:04:00+00,-93.27351637,44.97743954,AUTOTH  ,358
1763,2021/02/22 19:16:00+00,-93.22958324,44.9314099,AUTOTH  ,463
1764,2021/02/22 20:46:00+00,-93.28438902,44.92955277,BURGD   ,189
1765,2021/02/22 21:10:00+00,-93.24868243,44.94921947,ROBPER  ,338
1766,2021/02/22 22:00:00+00,-93.25744654,44.93324060000001,AUTOTH  ,277
1767,2021/02/22 23:49:00+00,-93.29573,44.94925,AUTOTH  ,51
1768,2021/02/23 01:43:00+00,-93.27921,44.93049,CARJCK  ,167
1769,2021/02/23 03:17:00+00,-93.2770982,44.97234382,DASTR   ,371
1770,2021/02/23 08:46:00+00,-93.30682701,45.05029733,AUTOTH  ,364
1771,2021/02/23 07:53:00+00,-93.2577254,45.03554559,AUTOTH  ,49
1772,2021/02/23 11:47:00+00,-93.22883412,45.00363907,AUTOTH  ,84
1773,2021/02/22 11:33:00+00,-93.25032946,44.97552467,BIKETF  ,156
1774,2021/02/22 11:46:00+00,-93.30696947,44.9922861,TFMV    ,498
1775,2021/02/19 12:28:00+00,-93.29607578,44.98514784,TFMV    ,114
1776,2021/02/22 13:16:00+00,-93.23297092,44.96690486,THEFT   ,186
1777,2021/02/22 13:44:00+00,-93.25878084,44.95643483,TFMV    ,356
1778,2021/02/22 14:02:00+00,-93.29944692,44.9671896,TFMV    ,127
1779,2021/02/22 14:51:00+00,-93.24443684,44.98264341,TMVP    ,93
1780,2021/02/22 15:22:00+00,-93.23773322,44.95868553,TMVP    ,341
1781,2021/02/22 15:34:00+00,-93.28799,45.00023,THEFT   ,468
1782,2021/02/22 15:44:00+00,-93.27401585,44.96179557,THEFT   ,44
1783,2021/02/22 16:10:00+00,-93.28209563,44.97158277,TFMV    ,271
1784,2021/02/22 16:32:00+00,-93.23457,45.01864000000001,TMVP    ,120
1785,2021/02/22 17:08:00+00,-93.31319,44.95197,TFMV    ,343
1786,2021/02/22 17:29:00+00,-93.23204316,45.00686752,TBLDG   ,27
1787,2021/02/23 08:09:00+00,-93.27786411,44.95642818,TFMV    ,181
1788,2021/02/23 08:34:00+00,-93.22690814,44.9978386,TMVP    ,258
1789,2021/02/23 09:54:00+00,-93.27582,44.9901,BIKETF  ,211
1790,2021/01/16 22:30:00+00,-93.2752899,44.96332343,DASTR   ,209
1791,2021/01/31 00:10:00+00,-93.23441,44.97994,ASLT1   ,19
1792,2021/02/03 09:26:00+00,-93.24911926,45.01406482,BURGD   ,327
1793,2021/02/03 15:24:00+00,-93.24091186,44.90260252,BURGD   ,420
1794,2021/02/03 20:12:00+00,-93.25245292,44.94213682,BURGD   ,389
1795,2021/02/03 21:22:00+00,-93.23514707,44.94837171,SHOPLF  ,233
1796,2021/02/04 13:23:00+00,-93.30484823,44.89324791,BURGD   ,38
1797,2021/02/05 06:17:00+00,-93.22752431,45.00957712,AUTOTH  ,325
1798,2021/02/05 09:30:00+00,-93.2760326,44.94835309,BURGB   ,492
1799,2021/02/05 11:30:00+00,-93.30738192,44.90062448,TMVP    ,307
1800,2021/02/05 19:20:00+00,-93.28308039,44.93318787,BURGD   ,59
1801,2021/02/05 21:03:00+00,-93.24996,44.94837,TFMV    ,348
1802,2021/02/06 16:40:00+00,-93.25204216,44.99031863,ASLT3   ,91
1803,2021/02/07 05:57:00+00,-93.28802025,45.01399955,AUTOTH  ,205
1804,2021/02/07 10:40:00+00,-93.28369507,44.96269621,TFMV    ,489
1805,2021/02/07 11:48:00+00,-93.27091668,45.01006504,AUTOTH  ,448
1806,2021/02/07 14:22:00+00,-93.24258836,44.98191193,AUTOTH  ,351
1807,2021/02/07 13:35:00+00,-93.25818703,44.96454128,AUTOTH  ,282
1808,2021/02/07 14:45:00+00,-93.22703098,44.96360924,TMVP    ,177
1809,2021/02/07 15:18:00+00,-93.29685,45.02037,TFMV    ,377
1810,2021/02/07 17:46:00+00,-93.24861505,44.93502185,AUTOTH  ,163
1811,2021/02/07 17:36:00+00,-93.23460561,44.98196400000001,AUTOTH  ,212
1812,2021/02/07 18:54:00+00,-93.22958759,44.9241809,ASLT3   ,275
1813,2021/02/07 22:40:00+00,-93.25365372,44.92962248,AUTOTH  ,392
1814,2021/02/07 20:00:00+00,-93.28220605,44.94473412,AUTOTH  ,493
1815,2021/02/07 21:21:00+00,-93.2569536,44.94836326,AUTOTH  ,30
1816,2021/02/07 22:15:00+00,-93.30216096,44.94223837,AUTOTH  ,134
1817,2021/02/07 21:27:00+00,-93.26770462,44.94408768,ASLT2   ,340
1818,2021/02/07 22:33:00+00,-93.28801,44.96091,ROBPER  ,324
1819,2021/02/07 23:10:00+00,-93.27149,44.96269,AUTOTH  ,44
1820,2021/02/07 22:39:00+00,-93.25967861,44.96718277,AUTOTH  ,151
1821,2021/02/08 00:04:00+00,-93.25243,44.95554,AUTOTH  ,60
1822,2021/02/08 05:29:00+00,-93.22369729,44.93144192,AUTOTH  ,426
1823,2021/02/08 06:05:00+00,-93.27794467,44.92053809,AUTOTH  ,34
1824,2021/02/08 07:01:00+00,-93.20530327,44.94855763,AUTOTH  ,116
1825,2021/02/08 07:45:00+00,-93.25428643,44.93413176,AUTOTH  ,223
1826,2021/02/08 08:30:00+00,-93.32309637,44.94525823,AUTOTH  ,169
1827,2021/02/08 10:00:00+00,-93.27409088,44.94406457,TMVP    ,41
1828,2021/02/08 13:25:00+00,-93.24488449,44.96774257,CARJCK  ,314
1829,2021/02/04 15:45:00+00,-93.30248,44.9529,TFMV    ,438
1830,2021/02/07 16:20:00+00,-93.24095,45.02042,TMVP    ,149
1831,2021/02/07 18:10:00+00,-93.21991017,44.9251334,THEFT   ,81
1832,2021/02/07 19:18:00+00,-93.23025769,44.94045428,TFMV    ,497
1833,2021/01/27 00:00:00+00,-93.27964542,44.95463819,CSCR    ,428
1834,2021/02/01 10:28:00+00,-93.32523827,44.92782781,BURGD   ,484
1835,2021/02/03 10:30:00+00,-93.27658196,44.9645834,BURGB   ,209
1836,2021/02/03 06:29:00+00,-93.26339055,44.97313670000001,THEFT   ,126
1837,2021/02/03 10:44:00+00,-93.31761876,44.92062245,BURGD   ,15
1838,2021/02/03 18:50:00+00,-93.27278337,44.92239259,TMVP    ,287
1839,2021/02/04 07:06:00+00,-93.25818242,44.96842062,THEFT   ,151
1840,2021/02/04 06:29:00+00,-93.27094948,44.94835251,BURGB   ,288
1841,2021/02/04 07:59:00+00,-93.25119502,44.95285013,AUTOTH  ,60
1842,2021/02/04 10:17:00+00,-93.29017968,44.91231288,BURGB   ,363
1843,2021/02/04 11:10:00+00,-93.30738778,44.89179692,BURGD   ,38
1844,2021/02/04 08:23:00+00,-93.26765783,44.96671735,AUTOTH  ,311
1845,2021/02/04 11:39:00+00,-93.26502641,44.97120688,THEFT   ,126
1846,2021/02/04 10:55:00+00,-93.21021066,44.92974789,AUTOTH  ,225
1847,2021/02/04 10:08:00+00,-93.24443684,44.98264341,TMVP    ,93
1848,2021/02/04 10:28:00+00,-93.25611556,44.96272054,BURGB   ,1
1849,2021/02/04 11:26:00+00,-93.21147389,44.89936333,THFTSW  ,214
1850,2021/02/04 12:10:00+00,-93.26766,44.96806,TFPER   ,311
1851,2021/02/04 12:40:00+00,-93.27073107,45.01496581,AUTOTH  ,220
1852,2021/02/04 13:56:00+00,-93.29440937,45.02669698,THEFT   ,172
1853,2021/02/04 13:31:00+00,-93.24741103,44.94746433,AUTOTH  ,69
1854,2021/02/04 14:18:00+00,-93.26313618,45.01407296,AUTOTH  ,284
1855,2021/02/04 15:05:00+00,-93.27078,45.00121,ROBPER  ,309
1856,2021/02/04 15:38:00+00,-93.24679042,44.97338016,TMVP    ,256
1857,2021/02/04 19:37:00+00,-93.22568,44.9736,AUTOTH  ,375
1858,2021/02/04 18:52:00+00,-93.22841481,44.91169553,TMVP    ,315
1859,2021/02/04 19:50:00+00,-93.24857964,44.91336357,TMVP    ,385
1860,2021/02/04 18:20:00+00,-93.23807829,44.94475963,BURGB   ,353
1861,2021/02/04 17:00:00+00,-93.24546939,44.96381467,TFMV    ,161
1862,2021/02/04 19:01:00+00,-93.31213496,45.0231841,THEFT   ,199
1863,2021/02/04 18:49:00+00,-93.24737996,44.95285143,AUTOTH  ,146
1864,2021/02/04 19:00:00+00,-93.26614612,45.00035395,AUTOTH  ,388
1865,2021/02/04 18:53:00+00,-93.28930393,44.95643665,TMVP    ,326
1866,2021/02/04 18:52:00+00,-93.27809735,44.9027372,TMVP    ,306
1867,2021/02/04 20:06:00+00,-93.22294772,44.89993505,BURGD   ,414
1868,2021/02/05 01:28:00+00,-93.25741327,44.97584189,AUTOTH  ,487
1869,2021/02/05 00:21:00+00,-93.25622129,44.93864917,BURGD   ,180
1870,2021/02/05 03:50:00+00,-93.26036008,45.01162845,DASTR   ,17
1871,2021/02/05 06:21:00+00,-93.2765804,44.96331994,THEFT   ,209
1872,2021/02/05 06:36:00+00,-93.22567787,44.96903462,TFMV    ,228
1873,2021/02/05 06:42:00+00,-93.26634383,44.93867187,CARJCK  ,412
1874,2021/02/05 06:57:00+00,-93.25996988,44.93324504,ASLT2   ,277
1875,2021/02/05 09:01:00+00,-93.29878484,44.95465162,TMVP    ,139
1876,2021/02/05 09:40:00+00,-93.29878484,44.95465162,TMVP    ,139
1877,2021/02/05 10:02:00+00,-93.26265117,44.95063475,BURGB   ,467
1878,2021/02/05 11:32:00+00,-93.28193198,44.89604216,TMVP    ,250
1879,2021/02/05 12:00:00+00,-93.23538811,44.98098175,CSCR    ,19
1880,2021/02/03 13:05:00+00,-93.29971825,44.95951971,THEFT   ,357
1881,2021/02/03 14:46:00+00,-93.25755429,45.0058149,THFTSW  ,246
1882,2021/02/03 15:03:00+00,-93.21112566,44.97345258,TMVP    ,122
1883,2021/02/03 15:45:00+00,-93.2109331,44.9924831,TMVP    ,496
1884,2021/02/03 16:24:00+00,-93.22288,44.97023,TFMV    ,228
1885,2021/02/03 16:26:00+00,-93.26507,44.93777,TMVP    ,412
1886,2021/02/03 16:43:00+00,-93.21206053,44.94834202,THEFT   ,116
1887,2021/02/03 17:47:00+00,-93.20765,44.91865,TFMV    ,48
1888,2021/02/03 19:05:00+00,-93.25543797,44.97709015,TMVP    ,393
1889,2021/02/03 19:42:00+00,-93.22409888,44.99372605,TMVP    ,366
1890,2021/02/03 22:53:00+00,-93.24949738,44.98660411,TMVP    ,319
1891,2021/02/04 10:33:00+00,-93.22545685,44.92961535,TFMV    ,426
1892,2021/02/04 10:52:00+00,-93.26391434,44.9874002,TMVP    ,264
1893,2021/02/04 10:55:00+00,-93.31628,44.90519000000001,TFMV    ,460
1894,2021/02/04 14:01:00+00,-93.24223081,45.01589176,BURGD   ,399
1895,2021/02/04 14:35:00+00,-93.26339055,44.97313670000001,THEFT   ,126
1896,2021/02/04 15:24:00+00,-93.31925329,44.94795145,THEFT   ,63
1897,2021/02/04 08:46:00+00,-93.29443595,44.95098959,TFMV    ,419
1898,2021/02/04 17:27:00+00,-93.27890116,44.97140336,THFTSW  ,371
1899,2021/02/05 07:07:00+00,-93.23589,44.99149,TFMV    ,221
1900,2021/02/05 08:26:00+00,-93.28799,44.99914,THEFT   ,468
1901,2021/02/04 08:00:00+00,-93.26966558,44.94835107,TMVP    ,288
1902,2021/02/16 09:56:00+00,-93.24258836,44.98191193,THEFT   ,351
1903,2021/02/16 08:01:00+00,-93.28554265,44.95015549,BURGB   ,101
1904,2021/02/15 12:55:00+00,-93.27787759,44.95463802,THEFT   ,181
1905,2021/02/15 21:53:00+00,-93.22639333,44.97362151,AUTOTH  ,68
1906,2021/02/16 05:11:00+00,-93.30568301,45.00690895,CARJCK  ,28
1907,2021/02/16 05:43:00+00,-93.31726965,45.02500846,AUTOTH  ,424
1908,2021/02/16 06:51:00+00,-93.2575434,45.00198239,AUTOTH  ,72
1909,2021/02/16 07:15:00+00,-93.26889988,45.01211908,BURGD   ,448
1910,2021/02/14 12:15:00+00,-93.27792165,44.92958552,TFMV    ,167
1911,2021/02/16 07:09:00+00,-93.26024954,45.00579819,AUTOTH  ,246
1912,2021/02/16 19:16:00+00,-93.29162598,44.97801709,AUTOTH  ,402
1913,2021/02/16 17:05:00+00,-93.28126751,44.96000811,ASLT2   ,201
1914,2021/02/16 14:31:00+00,-93.2524,44.95734,ASLT2   ,60
1915,2021/02/16 14:50:00+00,-93.25818614,44.96723713,THEFT   ,151
1916,2021/02/16 19:25:00+00,-93.28836,44.89237,THEFT   ,87
1917,2021/02/16 14:20:00+00,-93.28299,44.95134443,AUTOTH  ,339
1918,2021/02/16 16:16:00+00,-93.2753473,44.97758226,BURGB   ,191
1919,2021/02/16 16:39:00+00,-93.32309637,44.94525823,BURGB   ,169
1920,2021/02/16 16:00:00+00,-93.26126227,44.93685431,AUTOTH  ,74
1921,2021/02/16 16:25:00+00,-93.2476225,44.97037639,AUTOTH  ,403
1922,2021/02/16 17:13:00+00,-93.27811,44.89561,TFMV    ,45
1923,2021/02/16 17:59:00+00,-93.25833956,44.99601062,THEFT   ,40
1924,2021/02/16 19:17:00+00,-93.2472583,44.96897465,SHOPLF  ,314
1925,2021/02/16 18:00:00+00,-93.23923713,44.98187509,TMVP    ,197
1926,2021/02/16 18:09:00+00,-93.27593729,44.96521403,BURGB   ,209
1927,2021/02/16 18:17:00+00,-93.27275648,44.96458472,TMVP    ,383
1928,2021/02/16 18:46:00+00,-93.262634,44.91520327,AUTOTH  ,133
1929,2021/02/16 19:06:00+00,-93.26766943,44.92062369,AUTOTH  ,232
1930,2021/02/17 07:59:00+00,-93.26644,44.94499,ROBPER  ,340
1931,2021/02/16 19:36:00+00,-93.2677992,44.89340968,THEFT   ,98
1932,2021/02/16 19:43:00+00,-93.2569536,44.94836326,BURGB   ,30
1933,2021/02/16 20:19:00+00,-93.26888,44.93777,AUTOTH  ,140
1934,2021/02/17 05:18:00+00,-93.21521453,44.90809787,TMVP    ,184
1935,2021/02/16 21:48:00+00,-93.29441,44.95554,ASLT2   ,18
1936,2021/02/16 23:44:00+00,-93.25057078,44.94473733,AUTOTH  ,389
1937,2021/02/17 06:53:00+00,-93.25503852,44.946101,AUTOTH  ,237
1938,2021/02/17 07:08:00+00,-93.27405088,44.93655606,AUTOTH  ,293
1939,2021/02/17 06:30:00+00,-93.27273375,44.93504357,AUTOTH  ,293
1940,2021/02/17 08:34:00+00,-93.23223062,44.91168249,AUTOTH  ,58
1941,2021/02/17 09:24:00+00,-93.27533129,44.95463006,AUTOTH  ,16
1942,2021/02/17 07:10:00+00,-93.23852813,44.95915841,BURGD   ,24
1943,2021/02/17 08:00:00+00,-93.27555208,44.89879871,AUTOTH  ,45
1944,2021/02/17 07:26:00+00,-93.2931739,44.95099606,AUTOTH  ,419
1945,2021/02/17 09:12:00+00,-93.2347243,44.95108135,AUTOTH  ,56
1946,2021/02/17 11:32:00+00,-93.27210446,44.97486982,BURGB   ,88
1947,2021/02/17 12:08:00+00,-93.29452,44.94291,TFMV    ,2
1948,2021/02/16 12:33:00+00,-93.28318692,45.0248277,THEFT   ,206
1949,2021/02/16 13:51:00+00,-93.28835632,44.89150468,TFMV    ,87
1950,2021/02/16 13:51:00+00,-93.28827012,44.92952741,BURGD   ,119
1951,2021/01/26 06:20:00+00,-93.28673916,44.9618048,BURGD   ,85
1952,2021/01/26 09:30:00+00,-93.23936827,44.9851579,TFMV    ,197
1953,2021/01/27 12:41:00+00,-93.24350819,45.02672878,TFMV    ,406
1954,2021/01/28 07:30:00+00,-93.31400896,44.98792216,TFMV    ,129
1955,2021/01/28 09:00:00+00,-93.27968211,44.94954085,TFMV    ,370
1956,2021/01/29 15:00:00+00,-93.27292145,44.97390086,TFMV    ,457
1957,2021/01/30 17:00:00+00,-93.24828175,44.97332700000001,TMVP    ,256
1958,2021/01/31 15:44:00+00,-93.26611248,44.97429494,TFMV    ,289
1959,2021/01/31 16:30:00+00,-93.25950751,44.97882129,TFMV    ,179
1960,2021/01/31 23:39:00+00,-93.24544278,44.99690554,TBLDG   ,294
1961,2021/02/01 04:23:00+00,-93.23778,44.98258,ROBPAG  ,483
1962,2021/02/01 07:46:00+00,-93.21020644,44.98803357,TBLDG   ,274
1963,2021/02/01 09:39:00+00,-93.21511,44.98797,AUTOTH  ,12
1964,2021/02/01 12:03:00+00,-93.28601271,44.96798370000001,THEFT   ,70
1965,2021/02/01 12:30:00+00,-93.27965,44.95374,TMVP    ,428
1966,2021/02/01 11:30:00+00,-93.30447985,44.98879259,THEFT   ,278
1967,2021/02/01 15:04:00+00,-93.25749535,44.96272088,ROBPAG  ,282
1968,2021/02/01 13:14:00+00,-93.23923713,44.98187509,TMVP    ,197
1969,2021/02/01 18:13:00+00,-93.28126751,44.96000811,TMVP    ,201
1970,2021/02/01 13:40:00+00,-93.23639,44.98203,TMVP    ,483
1971,2021/02/01 13:51:00+00,-93.26465926,45.01404903,TMVP    ,482
1972,2021/02/01 14:27:00+00,-93.2716,44.94835,ROBPAG  ,288
1973,2021/02/01 15:00:00+00,-93.22170661,44.99786416,BURGB   ,154
1974,2021/02/01 15:09:00+00,-93.30694,45.00601,ROBPAG  ,28
1975,2021/02/01 17:54:00+00,-93.25115192,44.97447173,AUTOTH  ,156
1976,2021/02/01 17:33:00+00,-93.29907635,45.038238,AUTOTH  ,450
1977,2021/02/01 21:15:00+00,-93.31332375,45.00331944,THEFT   ,454
1978,2021/02/01 18:42:00+00,-93.21723954,44.92425188,TFMV    ,81
1979,2021/02/01 19:46:00+00,-93.26257414,44.94046643,AUTOTH  ,439
1980,2021/02/01 18:31:00+00,-93.24604248,45.03033033,THEFT   ,75
1981,2021/02/01 18:29:00+00,-93.28292618,44.96000769,AUTOTH  ,201
1982,2021/02/01 18:30:00+00,-93.27276,44.96627,THFTSW  ,383
1983,2021/02/01 20:39:00+00,-93.28218485,44.94835457,AUTOTH  ,32
1984,2021/02/01 20:37:00+00,-93.23384449,44.94778736,AUTOTH  ,233
1985,2021/02/01 20:40:00+00,-93.28953171,44.9313476,BURGB   ,119
1986,2021/02/01 20:42:00+00,-93.23592346,44.93321361,ROBPAG  ,346
1987,2021/02/01 20:48:00+00,-93.25501,44.94293,ROBPER  ,237
1988,2021/02/02 00:20:00+00,-93.29584001,44.95680675,AUTOTH  ,18
1989,2021/02/01 21:54:00+00,-93.28957811,44.92409362,ROBPAG  ,54
1990,2021/02/02 05:47:00+00,-93.29199,44.94291,CARJCK  ,2
1991,2021/02/01 22:26:00+00,-93.27280289,44.92058202,ROBPAG  ,287
1992,2021/02/02 01:12:00+00,-93.23514707,44.94837171,ROBPAG  ,233
1993,2021/02/01 23:41:00+00,-93.2582897,44.98029352,ASLT2   ,179
1994,2021/02/01 23:35:00+00,-93.27409088,44.94406457,ROBPER  ,41
1995,2021/02/02 01:15:00+00,-93.27147198,44.93865924,ROBPAG  ,140
1996,2021/02/02 01:51:00+00,-93.24359,44.94293,ROBPAG  ,249
1997,2021/02/02 03:06:00+00,-93.2611,44.96091,CARJCK  ,113
1998,2021/02/02 01:59:00+00,-93.2677992,44.89340968,BURGB   ,98
1999,2021/02/02 04:15:00+00,-93.2956041,45.02126793,CSCR    ,377
2000,2021/02/02 10:07:00+00,-93.27106522,44.9783385,ROBBIZ  ,358
2001,2021/02/01 18:44:00+00,-93.28137253,44.94567052,THEFT   ,493
2002,2021/01/30 17:12:00+00,-93.24093189,44.98899823,TMVP    ,117
2003,2021/01/30 17:50:00+00,-93.27547,44.99231,TFMV    ,121
2004,2021/01/30 20:08:00+00,-93.27365,44.9788,TFMV    ,262
2005,2021/01/31 11:52:00+00,-93.22824331,44.9618724,TMVP    ,177
2006,2021/01/31 19:03:00+00,-93.26543,44.974,TFMV    ,289
