,reportedDateTime,centerLong,centerLat,offense,cluster_no
851,2021/02/13 03:31:00+00,-93.29187101,44.95464302,BURGD   ,183
852,2021/02/13 02:06:00+00,-93.28208,44.96269638,ROBPAG  ,489
853,2021/02/13 03:58:00+00,-93.30445506,44.99360971,ASLT2   ,100
854,2021/02/13 04:01:00+00,-93.24730775,44.91880524,AUTOTH  ,261
855,2021/02/11 12:27:00+00,-93.29367343,44.94891146,TMVP    ,331
856,2021/02/11 12:58:00+00,-93.22826714,44.96007641,TMVP    ,446
857,2021/02/11 13:06:00+00,-93.26889698,45.00954763,TMVP    ,448
858,2021/02/11 13:16:00+00,-93.29001302,44.94836420000001,THEFT   ,257
859,2021/02/11 15:12:00+00,-93.2794854,44.97264514,TFMV    ,371
860,2021/02/11 16:15:00+00,-93.25997682,44.93144119,TFMV    ,277
861,2021/02/11 17:00:00+00,-93.28625602,44.98601396,THEFT   ,266
862,2021/02/11 17:16:00+00,-93.28548944,44.95822271,TFMV    ,42
863,2021/02/11 21:18:00+00,-93.28886042,45.04300117,THEFT   ,20
864,2021/02/12 10:39:00+00,-93.29532004,45.04300637,TMVP    ,281
865,2021/02/12 11:28:00+00,-93.23889311,44.93501679999999,THEFT   ,55
866,2021/02/12 11:43:00+00,-93.25314102,44.94836708,THEFT   ,136
867,2021/02/06 16:51:00+00,-93.24727266,45.01948122,TMVP    ,185
868,2021/02/10 10:56:00+00,-93.29634288,44.98053515,THEFT   ,114
869,2021/02/11 11:54:00+00,-93.20892949,44.89931277,TFMV    ,214
870,2021/02/11 12:30:00+00,-93.25372449,45.00198818,TMVP    ,394
871,2021/02/11 17:13:00+00,-93.28539129,44.97915602,BURGD   ,235
872,2021/02/12 07:30:00+00,-93.28495188,44.94291659,AUTOTH  ,301
873,2021/02/12 10:07:00+00,-93.2543275,44.95734685,AUTOTH  ,259
874,2021/02/12 21:10:00+00,-93.26766409,44.95823502,THEFT   ,188
875,2021/02/17 08:45:00+00,-93.29456847,44.93860023,TMVP    ,2
876,2021/02/17 18:41:00+00,-93.26136643,44.95195537,TFMV    ,174
877,2021/02/17 21:25:00+00,-93.2880785,44.95099896,BURGB   ,304
878,2021/02/17 17:37:00+00,-93.25258461,44.98848394,AUTOTH  ,91
879,2021/02/18 07:30:00+00,-93.31344814,45.0250016,THEFT   ,199
880,2021/02/17 18:00:00+00,-93.30871786,44.91326908,TFMV    ,110
881,2021/02/18 05:40:00+00,-93.30698813,45.01774565,AUTOTH  ,99
882,2021/02/18 11:57:00+00,-93.23708765,44.96589283,ROBPAG  ,186
883,2021/02/18 08:25:00+00,-93.30826503,45.01956023,AUTOTH  ,0
884,2021/02/18 09:30:00+00,-93.21088596,44.95257641,BURGD   ,116
885,2021/02/18 09:45:00+00,-93.25503814,44.94921363,TMVP    ,30
886,2021/02/18 10:55:00+00,-93.27532999,44.94068133,THEFT   ,229
887,2021/02/18 10:26:00+00,-93.30572241,45.01954312,AUTOTH  ,99
888,2021/02/18 10:32:00+00,-93.23514707,44.94837171,SHOPLF  ,233
889,2021/02/18 10:41:00+00,-93.22639333,44.97362151,THEFT   ,68
890,2021/02/18 11:20:00+00,-93.26150298,44.89883794,TMVP    ,321
891,2021/02/18 13:55:00+00,-93.26409851,44.96891417,DASTR   ,47
892,2021/02/18 12:21:00+00,-93.24004375,44.98090212,BIKETF  ,197
893,2021/02/18 14:00:00+00,-93.28493095,45.00535564,TFMV    ,490
894,2021/02/18 21:06:00+00,-93.26611743,44.97100922,CSCR    ,126
895,2021/02/18 14:53:00+00,-93.29367343,44.94891146,THEFT   ,331
896,2021/02/18 15:19:00+00,-93.2271142,44.97310103,TFMV    ,68
897,2021/02/18 15:51:00+00,-93.28949281,44.93679114,TMVP    ,176
898,2021/02/18 15:05:00+00,-93.27148946,44.95826287,THEFT   ,474
899,2021/02/18 15:20:00+00,-93.22883412,45.00363907,THEFT   ,84
900,2021/02/18 16:09:00+00,-93.24736,44.95554,ROBPAG  ,146
901,2021/02/18 23:03:00+00,-93.22883412,45.00363907,SHOPLF  ,84
902,2021/02/18 18:50:00+00,-93.24734023,45.01586846,ROBPER  ,327
903,2021/02/18 23:34:00+00,-93.31591121,45.02137561,ROBBIZ  ,131
904,2021/02/18 21:47:00+00,-93.26766409,44.95823502,ROBPAG  ,188
905,2021/02/18 22:19:00+00,-93.23148382,44.93412189,AUTOTH  ,346
906,2021/02/19 01:29:00+00,-93.26316091,45.01632551,AUTOTH  ,284
907,2021/02/19 03:00:00+00,-93.2476225,44.97037639,TMVP    ,403
908,2021/02/19 03:49:00+00,-93.24095899,44.99239152,AUTOTH  ,376
909,2021/02/19 05:51:00+00,-93.24867734,44.94565083,AUTOTH  ,69
910,2021/02/19 09:36:00+00,-93.29704722,45.0305573,ROBPAG  ,318
911,2021/02/19 10:47:00+00,-93.28636459,44.96675174,BURGB   ,70
912,2021/02/16 14:01:00+00,-93.27431687,44.97449942,THEFT   ,457
913,2021/02/16 17:28:00+00,-93.2563095,44.9474575,TFMV    ,30
914,2021/02/15 09:43:00+00,-93.25258432,44.99019664,TFMV    ,91
915,2021/02/17 09:50:00+00,-93.24822829,44.98932847,TMVP    ,216
916,2021/02/17 10:22:00+00,-93.28547181,44.96001238,THFTSW  ,85
917,2021/02/17 10:41:00+00,-93.21070784,44.98382179,TFMV    ,485
918,2021/02/17 11:26:00+00,-93.2812965,44.9564296,THEFT   ,428
919,2021/02/17 12:17:00+00,-93.24609561,44.94213268,THEFT   ,14
920,2021/01/21 12:12:00+00,-93.21501079,44.97089318,THFTSW  ,245
921,2021/02/17 12:23:00+00,-93.26793,44.97763,TFMV    ,26
922,2021/02/17 13:11:00+00,-93.2994455,44.96592848,TFMV    ,127
923,2021/02/17 13:38:00+00,-93.24736561,45.00642144,TMVP    ,252
924,2021/02/17 14:30:00+00,-93.26960769,44.9197048,THEFT   ,287
925,2021/02/17 14:51:00+00,-93.23853,44.9816,TMVP    ,197
926,2021/02/17 15:11:00+00,-93.29938398,45.01408645,TFMV    ,73
927,2021/02/17 15:13:00+00,-93.27401585,44.96179557,THEFT   ,44
928,2021/02/17 15:53:00+00,-93.24740736,44.94922115,TMVP    ,338
929,2021/02/17 17:19:00+00,-93.2970498,44.94381695,THEFT   ,409
930,2021/02/18 08:20:00+00,-93.23588,45.00959,TMVP    ,208
931,2021/02/16 16:54:00+00,-93.25183571,44.99871229,THEFT   ,231
932,2021/02/18 09:40:00+00,-93.2261879,44.95918257,TMVP    ,359
933,2021/02/18 10:46:00+00,-93.31866547,45.03041935,TFMV    ,52
934,2021/02/18 11:19:00+00,-93.26249,44.93415,TFMV    ,382
935,2021/02/18 12:01:00+00,-93.22692855,44.96008119,TMVP    ,446
936,2021/02/18 12:43:00+00,-93.26240584,44.9987045,THEFT   ,429
937,2021/02/18 12:43:00+00,-93.30215092,44.94393752,TMVP    ,134
938,2021/02/18 13:04:00+00,-93.28224248,44.94132389,TMVP    ,138
939,2021/02/18 14:10:00+00,-93.24735,45.01217000000001,THFTSW  ,6
940,2021/02/18 17:47:00+00,-93.28094392,44.98720974,THEFT   ,395
941,2021/02/14 07:22:00+00,-93.28875857,44.9466075,AUTOTH  ,347
942,2021/02/15 17:00:00+00,-93.2717965,44.97736687,THEFT   ,358
943,2021/02/19 11:13:00+00,-93.29437459,44.96002151,TFMV    ,18
944,2021/02/19 08:10:00+00,-93.24062652,44.947468,TFMV    ,159
945,2021/02/19 11:30:00+00,-93.24734023,45.01586846,AUTOTH  ,327
946,2021/02/19 12:14:00+00,-93.26646784,44.95014459,DASLT2  ,118
947,2021/02/19 14:12:00+00,-93.23330525,45.01048862,TMVP    ,208
948,2021/02/19 16:59:00+00,-93.29181115,45.01762458,AUTOTH  ,13
949,2021/02/20 08:39:00+00,-93.26895481,44.92061484,AUTOTH  ,232
950,2021/02/20 08:25:00+00,-93.26381536,44.93866237,AUTOTH  ,74
951,2021/02/20 13:00:00+00,-93.22160651,44.90628267,TMVP    ,421
952,2021/02/20 12:20:00+00,-93.24926148,44.95553733,AUTOTH  ,354
953,2021/02/20 11:27:00+00,-93.24250565,44.96184911,ASLT2   ,230
954,2021/02/20 12:30:00+00,-93.24606571,45.02309627,AUTOTH  ,185
955,2021/02/20 13:08:00+00,-93.23971433,44.99780594,TFMV    ,36
956,2021/02/20 13:35:00+00,-93.29258226,44.99577647,CARJCK  ,94
957,2021/02/20 14:20:00+00,-93.27771387,44.97050597,TFMV    ,5
958,2021/02/20 16:33:00+00,-93.2980985,45.00687115,ASLT2   ,345
959,2021/02/20 20:19:00+00,-93.2639652,44.90248578,TMVP    ,23
960,2021/02/20 17:08:00+00,-93.2321946,44.96276328,BURGD   ,341
961,2021/02/20 19:11:00+00,-93.27746483,44.89786866,BURGB   ,45
962,2021/02/20 23:00:00+00,-93.24735991,45.01037758,THEFT   ,6
963,2021/02/22 08:06:00+00,-93.32623258,44.9491968,AUTOTH  ,333
964,2021/02/20 18:33:00+00,-93.26638417,44.96521177,TMVP    ,410
965,2021/02/20 18:34:00+00,-93.22998,44.95017,AUTOTH  ,144
966,2021/02/20 19:35:00+00,-93.22153381,44.9905981,TMVP    ,193
967,2021/02/21 01:51:00+00,-93.2473,44.95914000000001,ROBPAG  ,124
968,2021/02/21 03:16:00+00,-93.28305336,44.94041782,TMVP    ,138
969,2021/02/21 06:16:00+00,-93.25000996,45.01496867,AUTOTH  ,327
970,2021/02/21 07:23:00+00,-93.25239149,44.93140188,AUTOTH  ,392
971,2021/02/21 10:06:00+00,-93.24004375,44.98090212,TMVP    ,197
972,2021/02/21 10:09:00+00,-93.29317,44.95195,AUTOTH  ,419
973,2021/02/21 10:22:00+00,-93.31086577,45.02318532,AUTOTH  ,199
974,2021/02/21 10:12:00+00,-93.22815292,45.02861777,TFMV    ,386
975,2021/02/21 08:49:00+00,-93.27791176,44.93502074,THEFT   ,97
976,2021/02/21 10:27:00+00,-93.26903686,44.91519788,TMVP    ,62
977,2021/02/21 10:35:00+00,-93.26129,44.95912,THEFT   ,113
978,2021/02/21 12:23:00+00,-93.3082279,45.01053476,DASLT2  ,260
979,2021/02/21 11:59:00+00,-93.27153813,44.94407067,THEFT   ,41
980,2021/02/21 13:11:00+00,-93.24994382,44.9456466,THEFT   ,348
981,2021/02/21 13:22:00+00,-93.26611248,44.97429494,AUTOTH  ,289
982,2021/02/21 14:19:00+00,-93.27781525,44.96747488,ARSON   ,5
983,2021/02/21 16:39:00+00,-93.28008046,44.96986308,BURGD   ,317
984,2021/02/21 15:55:00+00,-93.27969,44.94834,ASLT2   ,370
985,2021/02/21 15:58:00+00,-93.26619,45.01316,MURDR   ,482
986,2021/02/21 15:19:00+00,-93.24828175,44.97332700000001,THEFT   ,256
987,2021/02/21 15:44:00+00,-93.24556486,45.01768318,TFMV    ,185
988,2021/02/21 15:57:00+00,-93.21848216,44.94324384,TMVP    ,227
989,2021/02/21 18:12:00+00,-93.23715551,44.95264966,ASLT2   ,418
990,2021/02/21 15:10:00+00,-93.27533129,44.95463006,TMVP    ,16
991,2021/02/21 06:58:00+00,-93.27351637,44.97743954,CSCR    ,358
992,2021/02/21 18:26:00+00,-93.24645242,44.96987437,TFPER   ,403
993,2021/02/21 17:50:00+00,-93.21779198,44.970044,TMVP    ,29
994,2021/02/21 18:30:00+00,-93.25373613,44.95284173,AUTOTH  ,437
995,2021/02/21 21:15:00+00,-93.24733737,45.01406587,TFPER   ,327
996,2021/02/21 23:56:00+00,-93.23677981,44.98153641,THEFT   ,483
997,2021/02/22 00:08:00+00,-93.27793027,44.92597022,BURGB   ,320
998,2021/02/22 04:07:00+00,-93.31755016,44.89708848,ASLT4   ,300
999,2021/02/22 05:35:00+00,-93.21118711,44.91264296,AUTOTH  ,269
1000,2021/02/22 06:23:00+00,-93.30830167,44.98346605,AUTOTH  ,204
1001,2021/02/22 06:25:00+00,-93.23226016,44.9080546,AUTOTH  ,58
1002,2021/02/22 07:56:00+00,-93.27273251,44.92962124,AUTOTH  ,312
1003,2021/02/22 08:22:00+00,-93.23807829,44.94475963,ASLT4   ,353
1004,2021/02/22 09:48:00+00,-93.29956376,44.94747989,BURGB   ,290
1005,2021/02/22 09:30:00+00,-93.29152329,45.05022747,AUTOTH  ,198
1006,2021/02/19 10:36:00+00,-93.24674876,44.98873854,TMVP    ,216
1007,2021/02/19 11:48:00+00,-93.29828,44.94836,TFMV    ,369
1008,2021/02/19 13:48:00+00,-93.23970147,45.01228274,TMVP    ,384
1009,2021/02/19 14:30:00+00,-93.23844336,45.00112185,TMVP    ,462
1010,2021/02/19 14:57:00+00,-93.24861505,44.93502185,THFTSW  ,163
1011,2021/02/19 15:08:00+00,-93.26802708,44.97642176,THEFT   ,26
1012,2021/02/19 15:37:00+00,-93.27810374,44.89673892,TFMV    ,45
1013,2021/02/19 15:40:00+00,-93.29026333,44.96348815,BIKETF  ,248
1014,2021/02/19 02:36:00+00,-93.27811,44.89561,THEFT   ,45
1015,2021/02/19 17:23:00+00,-93.27133727,45.0177014,TFMV    ,220
1016,2021/02/19 17:27:00+00,-93.24328005,44.96852393,TMVP    ,456
1017,2021/02/19 17:27:00+00,-93.23523979,45.01139333,TMVP    ,208
1018,2021/02/20 11:28:00+00,-93.30218482,44.9399085,TFMV    ,134
1019,2021/02/20 18:10:00+00,-93.23397783,45.01399209,TMVP    ,120
1020,2021/02/20 18:37:00+00,-93.23647339,44.98076705,THEFT   ,19
1021,2021/02/20 10:47:00+00,-93.28895163,44.923186,TMVP    ,54
1022,2021/02/21 13:11:00+00,-93.2134006,44.92881462,THEFT   ,225
1023,2021/02/20 14:26:00+00,-93.21788,44.93241,TFMV    ,190
1024,2021/02/19 09:02:00+00,-93.25637184,44.90251664,TMVP    ,253
1025,2021/02/21 23:55:00+00,-93.28139048,44.94213058,TFMV    ,138
1026,2021/02/21 17:25:00+00,-93.23519596,44.97133899,TFMV    ,481
1027,2021/02/22 08:30:00+00,-93.26264539,44.90977528,TFMV    ,355
1028,2021/02/22 09:12:00+00,-93.23457891,45.01773601,BURGD   ,120
1029,2021/02/22 09:48:00+00,-93.26510456,44.96761371,THFTSW  ,47
1030,2021/02/21 12:10:00+00,-93.28019274,44.98504707,TFMV    ,53
1031,2021/02/22 10:23:00+00,-93.27306,44.97592,THEFT   ,88
1032,2021/02/22 10:31:00+00,-93.31748701,45.03442779,TMVP    ,52
1033,2021/02/23 19:17:00+00,-93.31462014,44.99608711,ASLT2   ,470
1034,2021/02/26 13:15:00+00,-93.28426,44.95195,TMVP    ,339
1035,2021/02/26 13:38:00+00,-93.31142814,45.01323993,DASTR   ,170
1036,2021/02/26 17:45:00+00,-93.26250258,44.93488239,AUTOTH  ,382
1037,2021/02/26 21:40:00+00,-93.27660134,44.95283819,THEFT   ,141
1038,2021/02/27 02:44:00+00,-93.30448964,44.98698727,TMVP    ,278
1039,2021/02/27 01:59:00+00,-93.235,44.98147,THEFT   ,212
1040,2021/02/27 02:46:00+00,-93.25303711,44.93593468,AUTOTH  ,223
1041,2021/02/27 04:27:00+00,-93.26316091,45.01632551,SHOPLF  ,284
1042,2021/02/27 06:20:00+00,-93.2739977,44.97369869,DASTR   ,457
1043,2021/02/27 06:23:00+00,-93.2562601,44.95463249,AUTOTH  ,259
1044,2021/02/27 06:49:00+00,-93.29739573,44.954203,THEFT   ,139
1045,2021/02/27 09:45:00+00,-93.26135,44.97227,THFTSW  ,126
1046,2021/02/27 09:56:00+00,-93.23677981,44.98153641,THEFT   ,483
1047,2021/02/27 11:26:00+00,-93.28208,44.96269638,TFMV    ,489
1048,2021/02/27 10:35:00+00,-93.27155345,44.94581681,THEFT   ,41
1049,2021/02/27 12:32:00+00,-93.28427409,44.95015379,TMVP    ,339
1050,2021/02/27 12:27:00+00,-93.25749066,44.9386511,THEFT   ,180
1051,2021/02/27 12:06:00+00,-93.26254,44.93776,ASLT2   ,74
1052,2021/02/27 18:00:00+00,-93.23715551,44.95264966,TMVP    ,418
1053,2021/02/27 13:54:00+00,-93.29182253,45.02123913,AUTOTH  ,13
1054,2021/02/27 13:20:00+00,-93.27592472,44.97251018,THEFT   ,371
1055,2021/02/27 15:30:00+00,-93.2760326,44.94835309,ROBBIZ  ,492
1056,2021/02/27 13:55:00+00,-93.29754462,44.98995734,AUTOTH  ,379
1057,2021/02/27 14:10:00+00,-93.27439112,44.89191221,DASLT2  ,283
1058,2021/02/27 15:27:00+00,-93.29821188,44.95823487,ROBPER  ,18
1059,2021/02/27 15:29:00+00,-93.24987011,44.9582344,BURGB   ,124
1060,2021/02/27 15:16:00+00,-93.31333701,44.99789851,DASLT2  ,470
1061,2021/02/28 08:00:00+00,-93.30444061,44.99687474,THEFT   ,100
1062,2021/02/27 18:15:00+00,-93.2717965,44.97736687,ASLT4   ,358
1063,2021/02/27 18:03:00+00,-93.22883412,45.00363907,SHOPLF  ,84
1064,2021/02/27 17:53:00+00,-93.28134598,44.94955167,AUTOTH  ,370
1065,2021/02/27 20:54:00+00,-93.30217373,44.94081323,CSCR    ,134
1066,2021/02/28 00:09:00+00,-93.29829195,44.9474742,TFMV    ,369
1067,2021/02/28 01:16:00+00,-93.27644748,44.9776096,THEFT   ,191
1068,2021/02/28 02:42:00+00,-93.28492292,44.94836055,ROBPER  ,32
1069,2021/02/28 02:41:00+00,-93.27273375,44.93504357,BURGD   ,293
1070,2021/02/28 02:33:00+00,-93.27542606,44.97916918,CSCR    ,191
1071,2021/02/28 02:50:00+00,-93.30698813,45.01774565,AUTOTH  ,99
1072,2021/02/28 02:50:00+00,-93.23037773,44.98694969,BURGD   ,50
1073,2021/02/28 06:58:00+00,-93.26013598,44.97700051,DASLT2  ,179
1074,2021/02/28 07:53:00+00,-93.30318077,45.01411528,MURDR   ,475
1075,2021/02/28 08:19:00+00,-93.2981965,44.98336371,AUTOTH  ,114
1076,2021/02/28 08:21:00+00,-93.30912213,45.00444955,THEFT   ,28
1077,2021/02/28 08:12:00+00,-93.2472583,44.96897465,CSCR    ,314
1078,2021/02/28 09:00:00+00,-93.25240008,44.9188021,CSCR    ,112
1079,2021/02/28 09:25:00+00,-93.26255,44.9627,ASLT2   ,203
1080,2021/02/28 11:00:00+00,-93.27077411,44.98330960000001,BURGB   ,195
1081,2021/02/28 13:32:00+00,-93.31484825,45.03042345,AUTOTH  ,365
1082,2021/02/26 10:18:00+00,-93.27499862,44.96976154,THEFT   ,5
1083,2021/02/26 10:54:00+00,-93.30120383,44.89247252,THFTSW  ,305
1084,2021/02/26 11:03:00+00,-93.27529,44.96395,TFMV    ,209
1085,2021/02/19 08:00:00+00,-93.29575011,45.02859056,BURGD   ,318
1086,2021/02/24 10:00:00+00,-93.2631021,45.00690356,TMVP    ,155
1087,2021/02/24 10:45:00+00,-93.2981714,44.97987098,TMVP    ,291
1088,2021/02/24 11:49:00+00,-93.27616625,44.99434886,TFMV    ,121
1089,2021/02/24 16:39:00+00,-93.2994455,44.96592848,TFMV    ,127
1090,2021/02/25 09:00:00+00,-93.2835933,44.97343618,BURGB   ,271
1091,2021/02/25 08:39:00+00,-93.27411869,44.91926059,TMVP    ,241
1092,2021/02/25 08:15:00+00,-93.26593653,44.98218068,TMVP    ,264
1093,2021/02/25 09:48:00+00,-93.22362686,44.94836604,TFMV    ,240
1094,2021/02/25 13:19:00+00,-93.2114433,44.99767976,TFMV    ,411
1095,2021/02/25 01:21:00+00,-93.26638417,44.96521177,TMVP    ,410
1096,2021/02/25 20:51:00+00,-93.28927532,44.96180546,BURGD   ,248
1097,2021/02/26 10:00:00+00,-93.29370875,44.95962085,THEFT   ,18
1098,2021/02/26 08:09:00+00,-93.2191099,44.90086976,TMVP    ,352
1099,2021/02/26 09:50:00+00,-93.20760142,44.90448348,TMVP    ,396
1100,2021/02/26 09:15:00+00,-93.30701302,44.98699004,TFMV    ,278
1101,2021/02/26 10:39:00+00,-93.26136643,44.95195537,THEFT   ,174
1102,2021/02/26 13:00:00+00,-93.29509939,44.95777856,TFMV    ,18
1103,2021/02/26 13:15:00+00,-93.25851179,45.00635314,TFMV    ,246
1104,2021/02/26 13:37:00+00,-93.22545685,44.92961535,TFMV    ,426
1105,2021/02/26 21:21:00+00,-93.27787759,44.95463802,BURGB   ,181
1106,2021/02/26 17:18:00+00,-93.22362686,44.94836604,THEFT   ,240
1107,2021/02/26 19:34:00+00,-93.25258461,44.98848394,BURGB   ,91
1108,2021/02/27 00:20:00+00,-93.26259001,44.95642799,AUTOTH  ,473
1109,2021/03/01 06:16:00+00,-93.31462058,45.01776238,CARJCK  ,330
1110,2021/03/01 10:22:00+00,-93.26250258,44.93488239,BURGB   ,382
1111,2021/03/01 10:15:00+00,-93.30216096,44.94223837,TFMV    ,134
1112,2021/02/25 10:50:00+00,-93.26267192,44.94883970000001,THEFT   ,467
1113,2021/03/01 09:00:00+00,-93.25468205,45.03554937,TMVP    ,49
1114,2021/03/01 11:30:00+00,-93.27071087,44.98576086,BURGB   ,195
1115,2021/03/01 20:39:00+00,-93.28546009,44.96180224,TFMV    ,85
1116,2021/03/02 00:38:00+00,-93.26765708,44.96848547,ASLT2   ,311
1117,2021/03/02 05:51:00+00,-93.30823,45.01144,AUTOTH  ,260
1118,2021/03/02 05:56:00+00,-93.29554239,44.97970855,BURGB   ,114
1119,2021/03/02 07:30:00+00,-93.26929028,45.00033644,TFMV    ,309
1120,2021/03/02 08:30:00+00,-93.28100136,44.89148926,BURGD   ,464
1121,2021/03/02 08:00:00+00,-93.25377331,44.94745786,THEFT   ,136
1122,2021/03/02 09:28:00+00,-93.23722541,44.94213968,AUTOTH  ,130
1123,2021/03/02 09:06:00+00,-93.22479655,44.97360851,SHOPLF  ,375
1124,2021/03/02 10:36:00+00,-93.2956041,45.02126793,CARJCK  ,377
1125,2021/03/02 09:19:00+00,-93.30696956,45.01233173,CSCR    ,260
1126,2021/03/02 10:00:00+00,-93.2835968,44.97399160000001,MVTHFT  ,271
1127,2021/03/02 11:05:00+00,-93.26883749,44.93325363,AUTOTH  ,10
1128,2021/03/02 12:00:00+00,-93.27791461,44.93682774,AUTOTH  ,97
1129,2021/03/02 11:31:00+00,-93.27810374,44.89673892,TFMV    ,45
1130,2021/03/02 12:16:00+00,-93.31094254,45.02680675,ASLT2   ,422
1131,2021/03/02 14:12:00+00,-93.21382435,44.96453868,TMVP    ,495
1132,2021/03/02 13:39:00+00,-93.2347243,44.95108135,SHOPLF  ,56
1133,2021/03/02 14:36:00+00,-93.27781232,44.96471066,ROBBIZ  ,209
1134,2021/03/02 15:15:00+00,-93.29255390000002,44.94836154,THEFT   ,331
1135,2021/03/02 14:38:00+00,-93.29559254,45.01946107,THEFT   ,377
1136,2021/03/02 18:13:00+00,-93.26284852,44.97159658,THEFT   ,126
1137,2021/03/02 18:09:00+00,-93.26766796,44.95642337,ASLT3   ,479
1138,2021/03/02 17:47:00+00,-93.22282735,44.91352281,TFMV    ,92
1139,2021/03/02 17:58:00+00,-93.22883412,45.00363907,SHOPLF  ,84
1140,2021/03/02 18:06:00+00,-93.21982062,44.95558524,AUTOTH  ,273
1141,2021/03/02 18:55:00+00,-93.29150504,45.04842556,TFMV    ,198
1142,2021/03/02 18:49:00+00,-93.27319195,44.9746796,SHOPLF  ,457
1143,2021/03/03 00:08:00+00,-93.29700406,44.94881208,AUTOTH  ,51
1144,2021/03/03 05:08:00+00,-93.28828179,44.89873808,ASLT2   ,280
1145,2021/03/03 07:49:00+00,-93.2780985,44.89877848,AUTOTH  ,45
1146,2021/03/03 08:11:00+00,-93.29367343,44.94891146,SHOPLF  ,331
1147,2021/03/03 08:28:00+00,-93.23514707,44.94837171,SHOPLF  ,233
1148,2021/03/03 08:53:00+00,-93.23612886,44.98579912,BURGD   ,350
1149,2021/03/03 13:20:00+00,-93.24571465,44.98639207,BIKETF  ,404
1150,2021/03/03 13:41:00+00,-93.27960819,44.96000889,BURGB   ,407
1151,2021/03/03 14:48:00+00,-93.24231,44.94837,ASLT2   ,159
1152,2021/03/01 08:23:00+00,-93.21788551,44.96427429999999,TFMV    ,308
1153,2021/03/01 11:54:00+00,-93.2595623,44.99870848,TFMV    ,429
1154,2021/03/02 10:24:00+00,-93.25119652,44.94383032,TFMV    ,389
1155,2021/03/02 11:02:00+00,-93.30225792,44.92837528,TFMV    ,408
1156,2021/03/02 12:25:00+00,-93.30214193,45.00392809,TMVP    ,480
1157,2021/03/02 12:59:00+00,-93.22068468,44.97316017,THEFT   ,200
1158,2021/03/02 13:04:00+00,-93.27237593,44.97563254,THEFT   ,88
1159,2021/03/02 13:18:00+00,-93.28812843,44.94566801,TMVP    ,347
1160,2021/03/02 13:28:00+00,-93.2612999,44.95822357,TMVP    ,113
1161,2021/03/02 15:03:00+00,-93.28408492,44.96615185,THEFT   ,362
1162,2021/03/02 17:07:00+00,-93.28932182,44.95464417,TFMV    ,361
1163,2021/03/02 17:13:00+00,-93.29052921,45.01042174,THEFT   ,137
1164,2021/03/02 17:57:00+00,-93.2158,44.92155,THEFT   ,380
1165,2021/03/02 14:49:00+00,-93.22916434,44.93502935,TFMV    ,86
1166,2021/03/03 09:18:00+00,-93.28220721,44.91202693,TFMV    ,143
1167,2021/01/01 01:20:00+00,-93.24736686,44.95464106,CSCR    ,146
1168,2021/01/01 03:00:00+00,-93.30912213,45.00444955,ASLT2   ,28
1169,2021/01/01 04:46:00+00,-93.28554265,44.95015549,ASLT3   ,101
1170,2021/01/01 03:58:00+00,-93.2335256,44.98217709,ASLT2   ,212
1171,2021/01/01 04:58:00+00,-93.2335256,44.98217709,ASLT4   ,212
1172,2021/01/08 10:56:00+00,-93.25378,44.94837,ROBPER  ,136
1173,2021/01/08 15:45:00+00,-93.23492152,44.96496986,ASLT3   ,186
1174,2021/01/09 08:10:00+00,-93.20758159,44.90630172,BURGD   ,396
1175,2021/01/09 10:19:00+00,-93.23514707,44.94837171,SHOPLF  ,233
1176,2021/01/09 10:14:00+00,-93.29509939,44.95777856,BURGB   ,18
1177,2021/01/09 10:18:00+00,-93.29829195,44.9474742,BURGB   ,369
1178,2021/01/09 10:54:00+00,-93.23768006,44.9838355,AUTOTH  ,483
1179,2021/01/09 11:26:00+00,-93.24540988,44.98561927,AUTOTH  ,404
1180,2021/01/09 12:03:00+00,-93.27274189,44.96179589,AUTOTH  ,44
1181,2021/01/09 14:35:00+00,-93.28601271,44.96798370000001,BIKETF  ,70
1182,2021/01/09 14:24:00+00,-93.29894824,45.00207322,THFTSW  ,57
1183,2021/01/09 14:02:00+00,-93.25877019,44.97642087,AUTOTH  ,487
1184,2021/01/09 14:13:00+00,-93.23514707,44.94837171,SHOPLF  ,233
1185,2021/01/09 17:05:00+00,-93.26257116,44.96001326,BURGB   ,113
1186,2021/01/09 17:07:00+00,-93.28745858,44.94836613,THEFT   ,101
1187,2021/01/09 17:57:00+00,-93.30120383,44.89247252,DASLT2  ,305
1188,2021/01/09 20:46:00+00,-93.28434016,44.93860701,AUTOTH  ,301
1189,2021/01/09 20:12:00+00,-93.27282893,44.94581327,CARJCK  ,41
1190,2021/01/09 22:21:00+00,-93.29255390000002,44.94836154,SHOPLF  ,331
1191,2021/01/09 22:12:00+00,-93.28345573,44.97596197,THEFT   ,271
1192,2021/01/10 00:09:00+00,-93.25244421,44.95464095,AUTOTH  ,60
1193,2021/01/10 01:28:00+00,-93.24932366,44.94836921,THEFT   ,348
1194,2021/01/10 04:01:00+00,-93.20882507,44.90991963,DASTR   ,31
1195,2021/01/10 08:49:00+00,-93.29559151,45.01584633,AUTOTH  ,322
1196,2021/01/08 08:37:00+00,-93.24402872,44.91237637,TFMV    ,4
1197,2021/01/07 10:02:00+00,-93.24739481,44.95101495,TFMV    ,338
1198,2021/01/08 14:57:00+00,-93.28936422,44.94920253,BIKETF  ,257
