,cluster_no,centerLong,centerLat
286,286,-93.30277729666669,45.021327455000005
287,287,-93.27124085888889,44.92019399777777
288,288,-93.27043001533333,44.947902660666664
289,289,-93.26593504888888,44.97413803222222
290,290,-93.30039307300001,44.947648777000005
291,291,-93.29863918666668,44.97984797833334
292,292,-93.31324677,44.95972515
293,293,-93.27255476999999,44.93539057428571
294,294,-93.24480464166668,44.99720085333333
295,295,-93.329101555,44.920393419999996
296,296,-93.279850625,44.997282075
297,297,-93.26250503000001,44.928021044000005
298,298,-93.30486092000001,45.04483428
299,299,-93.25442799875,44.96386473125
300,300,-93.31797394333334,44.89807452
301,301,-93.28553234888889,44.941133351111105
302,302,-93.30206091666668,45.00063344666667
303,303,-93.23439983,44.99870157
304,304,-93.288202558,44.951464089
305,305,-93.30120383,44.89247252
306,306,-93.278095115,44.903650885
307,307,-93.30833286500001,44.9013041625
308,308,-93.219764514,44.965416276
309,309,-93.27020211545455,45.00111042545454
310,310,-93.31841526,45.0109315
311,311,-93.26794357200001,44.968384356
312,312,-93.27289676749999,44.9298407125
313,313,-93.23687381,44.97471419
314,314,-93.246705942,44.967883672
315,315,-93.22778916,44.910569495000004
316,316,-93.29378208714287,45.00154859714286
317,317,-93.28024473714285,44.96889608285715
318,318,-93.295982105,45.03053894000001
319,319,-93.251693604,44.985408744
320,320,-93.28019858375,44.92606754125
321,321,-93.26214867,44.8979238
322,322,-93.295211603,45.015847311
323,323,-93.250960435,44.89794027000001
324,324,-93.2877468757143,44.95982681714286
325,325,-93.22784168000001,45.010940325
326,326,-93.28888482222223,44.95653576333333
327,327,-93.248139968,45.014697069
328,328,-93.28651377333334,45.02000398333333
329,329,-93.327450945,44.91296805
330,330,-93.31302670375,45.016406865
331,331,-93.29294932411764,44.94850381235293
332,332,-93.30894632,44.928940540000006
333,333,-93.3268036925,44.948745635
334,334,-93.31339395500001,45.045314575
335,335,-93.273391284,44.914981272
336,336,-93.263828814,44.922606595999994
337,337,-93.31481159,44.923592705000004
338,338,-93.24780915818182,44.94971824727273
339,339,-93.28264182428572,44.950875727857145
340,340,-93.26796267,44.944432191
341,341,-93.23536981,44.96108362857143
342,342,-93.266206888,44.995124334
343,343,-93.31512817,44.95076408
344,344,-93.247568854,44.924409898
345,345,-93.29622047999999,45.0069426075
346,346,-93.23351296000001,44.933756726
347,347,-93.28917141125001,44.94520802625
348,348,-93.24980831470587,44.94820566705882
349,349,-93.262941772,45.004172182000005
350,350,-93.23499849428572,44.98569717428571
351,351,-93.242270441,44.98185180700001
352,352,-93.2191099,44.90086976
353,353,-93.2375044,44.944577346
354,354,-93.25009916923077,44.95505563538461
355,355,-93.26264539,44.90977528
356,356,-93.25830323125,44.95666020750001
357,357,-93.29949590333332,44.96113842666667
358,358,-93.27207797208331,44.977898346249994
359,359,-93.22487661999999,44.9595272
360,360,-93.26670726857141,44.952836989999994
361,361,-93.28804807875001,44.95463909375
362,362,-93.283635874,44.966908536999995
363,363,-93.28986493,44.912765665
364,364,-93.30522433499999,45.0493796275
365,365,-93.31295358250001,45.0314204275
366,366,-93.2237789475,44.993729949999995
367,367,-93.30774011,44.99814277
368,368,-93.24791079285714,44.93889435571428
369,369,-93.29828155899999,44.948650427
370,370,-93.28038948230768,44.948901066153844
371,371,-93.27838802599999,44.97279423
372,372,-93.27668,45.03241
373,373,-93.30102326,44.90060287
374,374,-93.28393229142857,45.01298331142857
375,375,-93.22445272285714,44.97362027999999
376,376,-93.241093352,44.993653558
377,377,-93.296039976,45.02072966500001
378,378,-93.26577672,45.03192219
379,379,-93.29669610857142,44.990747057142855
380,380,-93.21545446333334,44.92153645666667
381,381,-93.31871154000001,45.04296677
382,382,-93.2632168242857,44.93371658285714
383,383,-93.273817845,44.96564068333333
384,384,-93.23970147,45.01228274
385,385,-93.247816952,44.916288507999994
386,386,-93.22750749,45.02771529
387,387,-93.26867736000001,44.90375984
388,388,-93.26568727285715,44.999726548571424
389,389,-93.25176189000001,44.942892019000006
390,390,-93.225510585,44.9134901225
391,391,-93.28379266750001,44.9202739725
392,392,-93.25244943000001,44.93041417727272
393,393,-93.254933884,44.976591732
394,394,-93.254151195,45.00269133333333
395,395,-93.28154001666667,44.98791613833333
396,396,-93.20795541428572,44.90552131142857
397,397,-93.21974500833335,44.94896059333333
398,398,-93.26503579999999,44.94933161090909
399,399,-93.24138205666667,45.01649863333333
400,400,-93.314236672,45.008357606
401,401,-93.29283007083335,45.012234888333325
402,402,-93.29162598,44.97801709
403,403,-93.24779604933335,44.97052339333334
404,404,-93.24475484666668,44.985935855555546
405,405,-93.259036295,44.987452995000005
406,406,-93.2441448175,45.027178087500005
407,407,-93.27931607666666,44.95971598166667
408,408,-93.30225792,44.92837528
409,409,-93.296911028,44.945291098000006
410,410,-93.26565484714286,44.96449260428572
411,411,-93.21295974666667,44.99826376666667
412,412,-93.26691190727273,44.93809918454545
413,413,-93.30651038666667,44.89638911666666
414,414,-93.22318589999999,44.90014074833334
415,415,-93.21902427250001,44.98770184
416,416,-93.29720188,44.91504646
417,417,-93.29355214666667,45.03965333
418,418,-93.23674276999999,44.95297016999999
419,419,-93.29464898916666,44.95146050916667
420,420,-93.241047395,44.901662335
421,421,-93.22329468,44.904577100000004
422,422,-93.30966635,45.026805815
423,423,-93.224100265,44.93949525
424,424,-93.31724125333334,45.024100680000004
425,425,-93.29083879500001,44.905088385
426,426,-93.224183513,44.930713673
427,427,-93.28891941666666,45.04722006
428,428,-93.2803801311111,44.95523461777778
429,429,-93.26182125666666,44.998854808333334
430,430,-93.23647889,45.02496711
431,431,-93.259589264,44.945818464000006
432,432,-93.23095914333334,44.95605068
433,433,-93.26941228,44.90942979
434,434,-93.23926433,44.967066845
435,435,-93.23344834749999,44.978273862500004
436,436,-93.20587756666667,44.92008222333333
437,437,-93.25336469099997,44.951835769999995
438,438,-93.30254000000001,44.953093333333335
439,439,-93.261823384,44.94118611199999
440,440,-93.30638502,45.03268559333333
441,441,-93.30850713333332,45.021971560000004
442,442,-93.22625803399998,44.984803442
443,443,-93.31673357333334,45.01510900333333
444,444,-93.2989477325,45.0324017575
445,445,-93.26156803750001,44.980291405
446,446,-93.228438145,44.9603751
447,447,-93.23940888000001,44.938089008
448,448,-93.26930328799999,45.010884948
449,449,-93.21908566,45.00363498
450,450,-93.29875484333333,45.04080780333334
451,451,-93.30835,44.97536
452,452,-93.29731037500001,44.9991639175
453,453,-93.21771,44.99335
454,454,-93.313067746,45.002931927999995
455,455,-93.29594513,44.89696993
456,456,-93.241959205,44.9697729
457,457,-93.273827124,44.97451087866667
458,458,-93.2258336075,44.951300294999996
459,459,-93.29057821333333,44.98738486333334
460,460,-93.31628,44.90519000000001
461,461,-93.23208069833333,44.95122254333334
462,462,-93.23844336,45.00112185
463,463,-93.230594264,44.931410246000006
464,464,-93.28335480999999,44.892701233333334
465,465,-93.258497265,44.895218835
466,466,-93.31374657,44.89346324
467,467,-93.2621120625,44.94887935125
468,468,-93.28799044333334,44.999593605
469,469,-93.20481088,44.91386941
470,470,-93.313852164,44.996081434
471,471,-93.2120960975,44.94171202500001
472,472,-93.3262367,44.962651980000004
473,473,-93.26258294999998,44.95762370333333
474,474,-93.27127704333333,44.958247058333335
475,475,-93.30267264800001,45.014296439999995
476,476,-93.291417025,45.027843025
477,477,-93.26260196,44.91940983333333
478,478,-93.302857475,44.978072425
479,479,-93.268056642,44.955350702
480,480,-93.30276468000001,45.00465289428571
481,481,-93.23519596,44.97133899
482,482,-93.26504660500001,45.013912076666664
483,483,-93.23723798374999,44.981962633125
484,484,-93.32523827,44.92782781
485,485,-93.21070784,44.98382179
486,486,-93.23952154666667,44.930514566666666
487,487,-93.2585842257143,44.975870115714294
488,488,-93.2443428925,44.9577000875
489,489,-93.28240545599999,44.962337368
490,490,-93.28415609750002,45.005667467500004
491,491,-93.21033641999999,44.96964597000001
492,492,-93.27554759499999,44.948660997500006
493,493,-93.28114207285714,44.94422819571429
494,494,-93.24653795833335,44.94459206833333
495,495,-93.21382435,44.96453868
496,496,-93.21124462,44.992818436666674
497,497,-93.23025769,44.94045428
498,498,-93.30665910166665,44.99170557333334
499,499,-93.23583108,45.02135075
