X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.2958363893949,44.95680577005421,0025XX HENNEPIN AVE ,MP202122829         ,5     ,2021/02/02 00:00:00+00,20,2021/02/01 00:00:00+00,2021/02/02 00:20:00+00,2125,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/02 00:00:00+00,14461.0,-93.29584001,44.95680675,-10385645,5614724,East Isles,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,1989
-93.28957513186458,44.9240905324469,0043XX ALDRICH AVE S,MP202122849         ,5     ,2021/02/01 00:00:00+00,2154,2021/02/01 00:00:00+00,2021/02/01 21:54:00+00,2153,ROBPAG  ,ROBBERY PER AGG               ,4.0,2021/02/02 00:00:00+00,20541.0,-93.28957811,44.92409362,-10384948,5609579,East Harriet,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,1990
-93.291982616826,44.94290804578179,,MP202122853         ,5     ,2021/02/02 00:00:00+00,547,2021/02/01 00:00:00+00,2021/02/02 05:47:00+00,2202,CARJCK  ,ROBBERY INCLUDING AUTO THEFT  ,,2021/02/02 00:00:00+00,,-93.29199,44.94291,-10385216,5612538,CARAG,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,1991
-93.2727946023572,44.920579452148296,0045XX 3RD AVE S,MP202122863         ,3     ,2021/02/01 00:00:00+00,2226,2021/02/01 00:00:00+00,2021/02/01 22:26:00+00,2220,ROBPAG  ,ROBBERY PER AGG               ,4.0,2021/02/02 00:00:00+00,14327.0,-93.27280289,44.92058202,-10383080,5609027,Regina,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,1992
-93.2351462087998,44.9483696297395,0025XX LAKE ST E,MP202122871         ,3     ,2021/02/02 00:00:00+00,112,2021/02/01 00:00:00+00,2021/02/02 01:12:00+00,2230,ROBPAG  ,ROBBERY PER AGG               ,4.0,2021/02/02 00:00:00+00,19097.0,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,1993
-93.2582868105187,44.9802894687074,0001XX PORTLAND AVE ,MP202122878         ,1     ,2021/02/01 00:00:00+00,2341,2021/02/01 00:00:00+00,2021/02/01 23:41:00+00,2100,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5.0,2021/02/02 00:00:00+00,17110.0,-93.2582897,44.98029352,-10381465,5618419,Downtown West,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,1994
-93.27408817636629,44.9440589000468,0032XX 2ND AVE S,MP202122885         ,3     ,2021/02/01 00:00:00+00,2335,2021/02/01 00:00:00+00,2021/02/01 23:35:00+00,2250,ROBPER  ,ROBBERY OF PERSON             ,4.0,2021/02/02 00:00:00+00,19310.0,-93.27409088,44.94406457,-10383224,5612719,Central,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,1995
-93.2714650957367,44.938654135593794,0035XX CLINTON AVE ,MP202122892         ,3     ,2021/02/02 00:00:00+00,115,2021/02/01 00:00:00+00,2021/02/02 01:15:00+00,2301,ROBPAG  ,ROBBERY PER AGG               ,4.0,2021/02/02 00:00:00+00,12404.0,-93.27147198,44.93865924,-10382932,5611869,Central,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,1996
-93.24359037247049,44.9429271209024,,MP202122893         ,3     ,2021/02/02 00:00:00+00,151,2021/02/01 00:00:00+00,2021/02/02 01:51:00+00,2330,ROBPAG  ,ROBBERY PER AGG               ,4.0,2021/02/02 00:00:00+00,,-93.24359,44.94293,-10379829,5612541,Corcoran,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,1997
-93.2610895542051,44.9609121386386,,MP202122953         ,3     ,2021/02/02 00:00:00+00,306,2021/02/01 00:00:00+00,2021/02/02 03:06:00+00,2320,CARJCK  ,ROBBERY INCLUDING AUTO THEFT  ,,2021/02/02 00:00:00+00,,-93.2611,44.96091,-10381777,5615370,Ventura Village,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,1998
-93.26779098622471,44.8934058513688,0060XX PORTLAND AVE ,MP202122955         ,3     ,2021/02/02 00:00:00+00,159,2021/02/02 00:00:00+00,2021/02/02 01:59:00+00,120,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/02 00:00:00+00,17711.0,-93.26779920000001,44.89340968,-10382523,5604756,Diamond Lake,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,1999
-93.29560282742099,45.0212659733912,0036XX FREMONT AVE N,MP202122989         ,4     ,2021/02/02 00:00:00+00,415,2021/02/02 00:00:00+00,2021/02/02 04:15:00+00,400,CSCR    ,CSC - RAPE                    ,3.0,2021/02/02 00:00:00+00,10022.0,-93.29560409999999,45.02126793,-10385619,5624870,Folwell,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,2000
-93.27106085385891,44.978332331508504,0005XX NICOLLET MALL  ,MP202123102         ,1     ,2021/02/02 00:00:00+00,1007,2021/02/02 00:00:00+00,2021/02/02 10:07:00+00,1005,ROBBIZ  ,ROBBERY OF BUSINESS           ,4.0,2021/02/02 00:00:00+00,17116.0,-93.27106522,44.9783385,-10382887,5618111,Downtown West,2021/02/08 00:00:00+00,2021/02/09 07:03:37+00,2001
-93.28136453016769,44.94566751403129,0031XX PILLSBURY AVE ,MP20215460          ,5     ,2021/02/01 00:00:00+00,1844,2020/12/29 00:00:00+00,2021/02/01 18:44:00+00,1725,THEFT   ,OTHER THEFT                   ,7.0,2021/02/02 00:00:00+00,11366.0,-93.28137253,44.94567052,-10384034,5612972,Lyndale,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,2002
-93.2409313592295,44.9889941071926,0006XX 9TH ST SE,MP2021700721        ,2     ,2021/01/30 00:00:00+00,1712,2021/01/29 00:00:00+00,2021/01/30 17:12:00+00,2300,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/02 00:00:00+00,17650.0,-93.24093189,44.98899823,-10379533,5619789,Marcy Holmes,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,2003
-93.27546259875099,44.992304064417404,,MP2021700722        ,4     ,2021/01/30 00:00:00+00,1750,2021/01/30 00:00:00+00,2021/01/30 17:50:00+00,1300,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/02 00:00:00+00,,-93.27547,44.992309999999996,-10383377,5620310,Near - North,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,2004
-93.27363901872428,44.9787962044824,,MP2021700725        ,1     ,2021/01/30 00:00:00+00,2008,2021/01/30 00:00:00+00,2021/01/30 20:08:00+00,1630,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/02 00:00:00+00,,-93.27365,44.9788,-10383174,5618184,Downtown West,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,2005
-93.22823816426491,44.9618719440287,0020XX 30TH AVE S,MP2021700726        ,3     ,2021/01/31 00:00:00+00,1152,2021/01/31 00:00:00+00,2021/01/31 11:52:00+00,0,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/02 00:00:00+00,17413.0,-93.22824331,44.9618724,-10378120,5615521,Seward,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,2006
-93.2654284170274,44.973998432832296,,MP2021700735        ,1     ,2021/01/31 00:00:00+00,1903,2021/01/31 00:00:00+00,2021/01/31 19:03:00+00,1515,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/02 00:00:00+00,,-93.26543000000001,44.974,-10382260,5617429,Elliot Park,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,2007
-93.29720182862671,44.915045248682205,0048XX GIRARD AVE S,MP2021700736        ,5     ,2021/01/29 00:00:00+00,1609,2021/01/25 00:00:00+00,2021/01/29 16:09:00+00,2055,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/02 00:00:00+00,13861.0,-93.29720188,44.91504646,-10385797,5608157,Lynnhurst,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2008
-93.31717137739271,44.9980213905035,0028XX 18TH AVE N,MP2021700737        ,4     ,2021/02/01 00:00:00+00,21,2021/01/31 00:00:00+00,2021/02/01 00:21:00+00,1925,THEFT   ,OTHER THEFT                   ,7.0,2021/02/02 00:00:00+00,17210.0,-93.31717887,44.99802253,-10388020,5621210,Willard - Hay,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,2009
-93.29835167219039,44.94211324345671,0033XX HENNEPIN AVE ,MP2021700738        ,5     ,2021/02/01 00:00:00+00,144,2021/01/31 00:00:00+00,2021/02/01 01:44:00+00,2230,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/02 00:00:00+00,11735.0,-93.29835568,44.94211785,-10385925,5612413,ECCO,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2010
-93.3133176048238,45.0051227856216,0024XX THOMAS AVE N,MP2021700739        ,4     ,2021/02/01 00:00:00+00,235,2020/11/26 00:00:00+00,2021/02/01 02:35:00+00,2100,THEFT   ,OTHER THEFT                   ,7.0,2021/02/02 00:00:00+00,20615.0,-93.31331888,45.00512587,-10387591,5622328,Willard - Hay,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,2011
-93.25611288753109,45.0121661442595,0006XX 24TH AVE NE,MP2021700740        ,2     ,2021/01/26 00:00:00+00,2152,2020/12/27 00:00:00+00,2021/01/26 21:52:00+00,1830,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/02 00:00:00+00,11915.0,-93.25612122,45.01216796,-10381223,5623437,Holland,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,2012
-93.22053960228001,44.9694926102676,0001XX 27TH AVE SE,MP2021700741        ,2     ,2021/02/01 00:00:00+00,717,2021/01/30 00:00:00+00,2021/02/01 07:17:00+00,2200,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/02 00:00:00+00,22881.0,-93.22054857,44.96949537,-10377263,5616720,Prospect Park - East River Road,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,2013
-93.2968335193602,45.008660450925504,0027XX GIRARD AVE N,MP202123891         ,4     ,2021/02/03 00:00:00+00,1146,2021/02/03 00:00:00+00,2021/02/03 11:46:00+00,1123,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/05 00:00:00+00,10669.0,-93.29683819,45.00866206,-10385756,5622885,Jordan,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2014
-93.3042266541486,45.044831171819894,0049XX LOGAN AVE N,MP202126256         ,4     ,2021/02/06 00:00:00+00,1211,2021/02/03 00:00:00+00,2021/02/06 12:11:00+00,1200,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/11 00:00:00+00,10194.0,-93.30423208,45.04483329,-10386579,5628582,Shingle Creek,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2015
-93.31205098027321,45.001381641552804,0021XX SHERIDAN AVE N,MP202127058         ,4     ,2021/02/07 00:00:00+00,1644,2021/02/07 00:00:00+00,2021/02/07 16:44:00+00,1625,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/08 00:00:00+00,22266.0,-93.31205134,45.00138462,-10387450,5621739,Willard - Hay,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2016
-93.27711549887381,44.999749181252206,0020XX WEST RIVER RD N,MP202127206         ,4     ,2021/02/07 00:00:00+00,2304,2021/02/07 00:00:00+00,2021/02/07 23:04:00+00,2100,THEFT   ,OTHER THEFT                   ,7.0,2021/02/11 00:00:00+00,22912.0,-93.277123,44.99975298,-10383561,5621482,Hawthorne,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2017
-93.30061542670641,45.006882118656705,0026XX JAMES AVE N,MP202128245         ,4     ,2021/02/09 00:00:00+00,1135,2021/02/09 00:00:00+00,2021/02/09 11:35:00+00,1000,DASLT2  ,2ND DEG DOMES ASLT            ,5.0,2021/02/11 00:00:00+00,20601.0,-93.3006239,45.00688584,-10386177,5622605,Jordan,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2018
-93.28820070947991,44.9385905471015,0035XX LYNDALE AVE S,MP202128749         ,5     ,2021/02/10 00:00:00+00,104,2021/02/05 00:00:00+00,2021/02/10 01:04:00+00,1800,CSCR    ,CSC - SODOMY                  ,3.0,2021/02/11 00:00:00+00,19253.0,-93.28820235,44.93859543,-10384795,5611859,Lyndale,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2019
-93.2511541871628,44.956430715553104,0025XX 16TH AVE S,MP202128750         ,3     ,2021/02/10 00:00:00+00,22,2021/02/10 00:00:00+00,2021/02/10 00:22:00+00,1,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5.0,2021/02/10 00:00:00+00,18407.0,-93.25116296,44.95643529,-10380671,5614665,East Phillips,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2020
-93.2956387600324,44.9963189574852,,MP202128800         ,4     ,2021/02/10 00:00:00+00,412,2021/02/10 00:00:00+00,2021/02/10 04:12:00+00,230,DASLT2  ,2ND DEG DOMES ASLT            ,5.0,2021/02/10 00:00:00+00,,-93.29564,44.996320000000004,-10385623,5620942,Near - North,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2021
-93.21889568531,44.9695434536816,00007X SAINT MARYS AVE ,MP202128852         ,2     ,2021/02/10 00:00:00+00,532,2021/02/10 00:00:00+00,2021/02/10 05:32:00+00,525,CARJCK  ,ROBBERY INCLUDING AUTO THEFT  ,,2021/02/11 00:00:00+00,18438.0,-93.21890261,44.96954470000001,-10377080,5616728,Prospect Park - East River Road,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2022
-93.2334214434542,44.9412484860287,0033XX HIAWATHA AVE ,MP202128864         ,3     ,2021/02/10 00:00:00+00,849,2021/02/10 00:00:00+00,2021/02/10 08:49:00+00,630,SHOPLF  ,SHOPLIFTING                   ,7.0,2021/02/11 00:00:00+00,21434.0,-93.23342844,44.94124892,-10378697,5612277,Longfellow,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2023
-93.2283010463348,44.9277858398923,0041XX NOKOMIS AVE S,MP202128867         ,3     ,2021/02/10 00:00:00+00,830,2021/02/10 00:00:00+00,2021/02/10 08:30:00+00,100,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,11885.0,-93.22830727,44.92778942,-10378127,5610160,Standish,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2024
-93.2499234952235,44.9528453250762,0027XX 17TH AVE S,MP202128868         ,3     ,2021/02/10 00:00:00+00,800,2021/02/10 00:00:00+00,2021/02/10 08:00:00+00,600,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,15520.0,-93.24992504,44.95285128,-10380534,5614101,East Phillips,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2025
-93.24171289352671,44.962742746946795,0021XX FRANKLIN AVE E,MP202128872         ,3     ,2021/02/10 00:00:00+00,709,2021/02/10 00:00:00+00,2021/02/10 07:09:00+00,705,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,18039.0,-93.24171983,44.9627471,-10379620,5615658,Seward,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2026
-93.252384879102,44.929579345767294,0040XX BLOOMINGTON AVE ,MP202128889         ,3     ,2021/02/10 00:00:00+00,1100,2021/02/10 00:00:00+00,2021/02/10 11:00:00+00,336,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/11 00:00:00+00,11973.0,-93.25239079,44.92958524,-10380808,5610442,Bancroft,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2027
-93.237113519272,45.0249677231114,0031XX JOHNSON ST NE,MP202128890         ,2     ,2021/02/10 00:00:00+00,811,2021/02/10 00:00:00+00,2021/02/10 08:11:00+00,437,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/11 00:00:00+00,13602.0,-93.23712142,45.02497148,-10379108,5625453,Waite Park,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2028
-93.2822358959933,44.935900689387104,0002XX 37TH ST W,MP202128918         ,5     ,2021/02/10 00:00:00+00,926,2021/02/10 00:00:00+00,2021/02/10 09:26:00+00,905,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,20638.0,-93.28224095,44.93590583,-10384131,5611436,King Field,2021/02/12 00:00:00+00,2021/02/13 07:02:58+00,2029
-93.22887596811658,44.9986947269174,0021XX BROADWAY ST NE,MP202128920         ,2     ,2021/02/10 00:00:00+00,1120,2021/02/08 00:00:00+00,2021/02/10 11:20:00+00,830,THEFT   ,OTHER THEFT                   ,7.0,2021/02/11 00:00:00+00,17828.0,-93.22888045,44.99869918,-10378191,5621316,Prospect Park - East River Road,2021/02/18 00:00:00+00,2021/02/19 07:00:48+00,2030
-93.3082511066214,45.0159446857228,0033XX PENN AVE N,MP202128938         ,4     ,2021/02/10 00:00:00+00,1015,2021/02/10 00:00:00+00,2021/02/10 10:15:00+00,900,THEFT   ,OTHER THEFT                   ,7.0,2021/02/11 00:00:00+00,10175.0,-93.30825147,45.01595006,-10387027,5624032,Folwell,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2031
-93.2966269068449,45.046601978664796,0050XX FREMONT AVE N,MP202128946         ,4     ,2021/02/10 00:00:00+00,1053,2021/02/10 00:00:00+00,2021/02/10 10:53:00+00,600,BURGD   ,BURGLARY OF DWELLING          ,6.0,2021/02/11 00:00:00+00,21051.0,-93.29663513,45.046606700000005,-10385733,5628861,Lind - Bohanon,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2032
-93.28364625098939,44.9483505564274,0003XX LAKE ST W,MP202128963         ,5     ,2021/02/10 00:00:00+00,1245,2021/02/09 00:00:00+00,2021/02/10 12:45:00+00,1900,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/11 00:00:00+00,19783.0,-93.28365334,44.94835544,-10384288,5613394,Whittier,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2033
-93.2351462087998,44.9483696297395,0025XX LAKE ST E,MP202128965         ,3     ,2021/02/10 00:00:00+00,1150,2021/02/10 00:00:00+00,2021/02/10 11:50:00+00,1105,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,19097.0,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2034
-93.29637537856529,44.9483632719695,0013XX LAKE ST W,MP202128995         ,5     ,2021/02/10 00:00:00+00,1200,2021/02/09 00:00:00+00,2021/02/10 12:00:00+00,900,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,17662.0,-93.29637768,44.94836658,-10385705,5613396,Lowry Hill East,2021/02/12 00:00:00+00,2021/02/13 07:02:58+00,2035
-93.24922280930191,44.9819542536111,,MP202129012         ,2     ,2021/02/10 00:00:00+00,1343,2021/02/10 00:00:00+00,2021/02/10 13:43:00+00,1230,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/11 00:00:00+00,,-93.24923000000001,44.98196,-10380456,5618681,Marcy Holmes,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2036
-93.22409693080509,44.993720743927796,0004XX TAFT ST NE,MP202129036         ,2     ,2021/02/10 00:00:00+00,1458,2021/02/08 00:00:00+00,2021/02/10 14:58:00+00,1700,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/11 00:00:00+00,19340.0,-93.22409888,44.99372605,-10377659,5620533,Mid - City Industrial,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2037
-93.22687272503299,44.9932506389143,0003XX STINSON BLVD NE,MP202129044         ,2     ,2021/02/10 00:00:00+00,1343,2021/02/10 00:00:00+00,2021/02/10 13:43:00+00,1330,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,17962.0,-93.22687511,44.99325096,-10377968,5620459,Mid - City Industrial,2021/02/12 00:00:00+00,2021/02/13 07:02:58+00,2038
-93.30819720770441,45.035449424059294,0021XX 44TH AVE N,MP202129071         ,4     ,2021/02/10 00:00:00+00,1427,2021/02/10 00:00:00+00,2021/02/10 14:27:00+00,1427,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,22748.0,-93.30820237,45.03545084,-10387021,5627104,Victory,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2039
-93.2531394639407,44.9483632719695,0015XX LAKE ST E,MP202129075         ,3     ,2021/02/10 00:00:00+00,1540,2021/02/07 00:00:00+00,2021/02/10 15:40:00+00,1900,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,20184.0,-93.25314102,44.94836708,-10380892,5613396,Midtown Phillips,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2040
-93.2505343496167,44.9555343889346,0016XX 26TH ST E,MP202129083         ,3     ,2021/02/10 00:00:00+00,1455,2021/02/10 00:00:00+00,2021/02/10 14:55:00+00,1444,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,21465.0,-93.2505369,44.95553498,-10380602,5614524,East Phillips,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2041
-93.265455366486,45.01497308458671,0002XX 26TH AVE NE,MP202129105         ,2     ,2021/02/10 00:00:00+00,1813,2021/02/08 00:00:00+00,2021/02/10 18:13:00+00,1700,THEFT   ,OTHER THEFT                   ,7.0,2021/02/11 00:00:00+00,13644.0,-93.26545878,45.01497523,-10382263,5623879,Marshall Terrace,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2042
-93.2950907877091,44.957778357593796,0024XX HENNEPIN AVE ,MP202129123         ,5     ,2021/02/10 00:00:00+00,1555,2021/02/10 00:00:00+00,2021/02/10 15:55:00+00,1529,ROBBIZ  ,ROBBERY OF BUSINESS           ,4.0,2021/02/10 00:00:00+00,17602.0,-93.29509939,44.95777856,-10385562,5614877,East Isles,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2043
-93.29562079372671,44.9649292303197,0018XX FREMONT AVE S,MP202129168         ,5     ,2021/02/10 00:00:00+00,1818,2021/02/10 00:00:00+00,2021/02/10 18:18:00+00,1500,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/11 00:00:00+00,14800.0,-93.29562418,44.96493126,-10385621,5616002,Lowry Hill,2021/02/12 00:00:00+00,2021/02/13 07:02:58+00,2044
-93.27530988515271,44.9564180017983,0025XX STEVENS AVE ,MP202129196         ,5     ,2021/02/10 00:00:00+00,2019,2021/02/10 00:00:00+00,2021/02/10 20:19:00+00,1710,CARJCK  ,ROBBERY INCLUDING AUTO THEFT  ,,2021/02/11 00:00:00+00,17933.0,-93.27531492,44.95642381,-10383360,5614663,Whittier,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2045
-93.29950151575409,44.9530233284694,0027XX HUMBOLDT AVE S,MP202129221         ,5     ,2021/02/10 00:00:00+00,1910,2021/02/08 00:00:00+00,2021/02/10 19:10:00+00,1,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/11 00:00:00+00,17664.0,-93.29950275,44.95302535,-10386053,5614129,East Isles,2021/02/12 00:00:00+00,2021/02/13 07:02:58+00,2046
-93.2422698490028,45.0038207173563,0016XX FILLMORE ST NE,MP202129228         ,2     ,2021/02/10 00:00:00+00,1855,2021/01/29 00:00:00+00,2021/02/10 18:55:00+00,1,THEFT   ,OTHER THEFT                   ,7.0,2021/02/11 00:00:00+00,21697.0,-93.24227237,45.00382428,-10379682,5622123,Northeast Park,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2047
-93.2228752220187,44.9049169123752,0054XX 34TH AVE S,MP202129267         ,3     ,2021/02/10 00:00:00+00,1855,2021/02/10 00:00:00+00,2021/02/10 18:55:00+00,700,BURGD   ,BURGLARY OF DWELLING          ,6.0,2021/02/11 00:00:00+00,18526.0,-93.22288328,44.90492029,-10377523,5606565,Wenonah,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2048
-93.2740612269078,44.9546253341636,0026XX 2ND AVE S,MP202129287         ,5     ,2021/02/10 00:00:00+00,2004,2021/02/09 00:00:00+00,2021/02/10 20:04:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,17062.0,-93.2740634,44.95462911,-10383221,5614381,Whittier,2021/02/12 00:00:00+00,2021/02/13 07:02:58+00,2049
-93.294982989875,44.9627109660508,0012XX FRANKLIN AVE W,MP202129362         ,5     ,2021/02/10 00:00:00+00,2110,2021/02/10 00:00:00+00,2021/02/10 21:10:00+00,2020,ROBPAG  ,ROBBERY PER AGG               ,4.0,2021/02/11 00:00:00+00,19125.0,-93.29498951,44.96271189,-10385550,5615653,Lowry Hill,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2050
-93.24995942783491,44.9483632719695,,MP202129377         ,3     ,2021/02/10 00:00:00+00,2213,2021/02/10 00:00:00+00,2021/02/10 22:13:00+00,630,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,,-93.24996,44.948370000000004,-10380538,5613396,East Phillips,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2051
-93.2378411546521,44.9813188452299,0012XX 4TH ST SE,MP202129400         ,2     ,2021/02/10 00:00:00+00,2134,2021/02/10 00:00:00+00,2021/02/10 21:34:00+00,2134,PETIT   ,OBS - PETTY THEFT             ,7.0,2021/02/11 00:00:00+00,16559.0,-93.23784870000001,44.98132317,-10379189,5618581,Marcy Holmes,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2052
-93.2918209200749,45.000244641045505,0009XX BROADWAY AVE W,MP202129402         ,4     ,2021/02/10 00:00:00+00,2233,2021/02/10 00:00:00+00,2021/02/10 22:33:00+00,2135,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,15075.0,-93.29182119,45.00024507,-10385198,5621560,Hawthorne,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2053
-93.2832240428058,44.966924959253504,0003XX OAK GROVE ST ,MP202129415         ,1     ,2021/02/10 00:00:00+00,2200,2021/02/09 00:00:00+00,2021/02/10 22:00:00+00,0,THEFT   ,OTHER THEFT                   ,7.0,2021/02/11 00:00:00+00,15057.0,-93.28322844,44.96692818,-10384241,5616316,Loring Park,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2054
-93.22294708724141,44.899934795701505,0057XX 34TH AVE S,MP202129548         ,3     ,2021/02/11 00:00:00+00,404,2021/02/11 00:00:00+00,2021/02/11 04:04:00+00,248,DASLT2  ,2ND DEG DOMES ASLT            ,5.0,2021/02/11 00:00:00+00,16391.0,-93.22294772,44.89993505,-10377531,5605782,Morris Park,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2055
-93.2371225024248,45.028567651481104,0033XX JOHNSON ST NE,MP202129576         ,2     ,2021/02/11 00:00:00+00,551,2021/02/11 00:00:00+00,2021/02/11 05:51:00+00,551,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/11 00:00:00+00,10279.0,-93.23712592,45.02857292,-10379109,5626020,Waite Park,2021/02/11 00:00:00+00,2021/02/12 07:02:38+00,2056
-93.23968270098459,44.9923866520766,0003XX BUCHANAN ST NE,MP202129602         ,2     ,2021/02/11 00:00:00+00,700,2021/02/09 00:00:00+00,2021/02/11 07:00:00+00,1700,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/11 00:00:00+00,19671.0,-93.23968687,44.99238899,-10379394,5620323,Beltrami,2021/02/18 00:00:00+00,2021/02/19 07:00:48+00,2057
